Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
-5.3744e-02,37.1406,37.6133,-0.0445313,149.658
-5.3736e-02,37.0664,37.457,-0.0375,149.658
-5.3728e-02,37.0508,37.625,-0.0527344,149.736
-5.3720e-02,37.082,37.582,-0.0171875,149.658
-5.3712e-02,37.0938,37.4648,-0.0488281,149.697
-5.3704e-02,36.9727,37.4492,-0.04375,149.697
-5.3696e-02,36.7617,37.1914,-0.0144531,149.697
-5.3688e-02,36.832,37.1289,-0.0304688,149.824
-5.3680e-02,36.8789,37.2188,-0.0304688,149.727
-5.3672e-02,36.5898,37.1367,-0.0324219,149.697
-5.3664e-02,36.9258,37.207,-0.0441406,149.746
-5.3656e-02,36.8906,37.1719,-0.0367188,149.736
-5.3648e-02,36.7227,37.1836,-0.0589844,149.697
-5.3640e-02,36.832,37.1953,-0.0640625,149.736
-5.3632e-02,36.4531,36.9023,-0.0597656,149.854
-5.3624e-02,36.3945,36.8789,-0.0523438,149.697
-5.3616e-02,36.3906,36.8164,-0.0222656,149.697
-5.3608e-02,36.3672,36.7695,-0.0519531,149.736
-5.3600e-02,36.3945,36.9883,-0.0355469,149.775
-5.3592e-02,36.4336,36.8789,-0.0550781,149.697
-5.3584e-02,36.3945,36.8672,-0.0386719,149.697
-5.3576e-02,36.1914,36.832,-0.0695313,149.854
-5.3568e-02,36.1133,36.4805,-0.0707031,149.795
-5.3560e-02,36.0508,36.5703,-0.0457031,149.805
-5.3552e-02,36.0039,36.418,-0.0464844,149.736
-5.3544e-02,35.9102,36.418,-0.0585938,149.59
-5.3536e-02,36.1875,36.5234,-0.0414063,149.658
-5.3528e-02,36.125,36.4492,-0.040625,149.404
-5.3520e-02,35.9883,36.4336,-0.009375,149.59
-5.3512e-02,35.8945,36.4219,-0.0453125,149.736
-5.3504e-02,35.6719,36.1602,-0.0554688,149.746
-5.3496e-02,35.6641,36.1289,-0.053125,149.668
-5.3488e-02,35.6016,36.0352,-0.0570313,149.717
-5.3480e-02,35.6406,35.9727,-0.0316406,149.736
-5.3472e-02,35.6836,36.1406,-0.0273438,149.736
-5.3464e-02,35.6016,36.0273,-0.0230469,149.814
-5.3456e-02,35.6484,36.0625,-0.0546875,149.736
-5.3448e-02,35.4805,36.0078,-0.034375,149.775
-5.3440e-02,35.3711,35.6562,-0.0460938,149.658
-5.3432e-02,35.2031,35.6641,-0.059375,149.678
-5.3424e-02,35.1641,35.6328,-0.0648438,149.707
-5.3416e-02,35.1406,35.5977,-0.00898438,149.697
-5.3408e-02,35.3125,35.6055,-0.0605469,149.717
-5.3400e-02,35.2344,35.6562,-0.0421875,149.736
-5.3392e-02,35.125,35.6211,-0.0429688,149.658
-5.3384e-02,35.2148,35.5391,-0.0632813,149.697
-5.3376e-02,34.875,35.3125,-0.0671875,149.395
-5.3368e-02,34.75,35.1797,-0.0410156,149.824
-5.3360e-02,34.707,35.1406,-0.0410156,149.766
-5.3352e-02,34.6484,35.1094,-0.0429688,149.736
-5.3344e-02,34.8945,35.4023,-0.0566406,149.736
-5.3336e-02,34.8477,35.1992,-0.0476563,149.668
-5.3328e-02,34.7852,35.1445,-0.0382813,149.736
-5.3320e-02,34.668,35.1484,-0.0496094,149.687
-5.3312e-02,34.3984,34.8438,-0.0480469,149.805
-5.3304e-02,34.3438,34.8398,-0.0433594,149.854
-5.3296e-02,34.2695,34.7383,-0.040625,149.854
-5.3288e-02,34.3828,34.6211,-0.0238281,150.078
-5.3280e-02,34.3906,34.8047,-0.0375,149.727
-5.3272e-02,34.3555,34.875,-0.0429688,149.805
-5.3264e-02,34.3516,34.7188,-0.0339844,149.805
-5.3256e-02,34.1953,34.75,-0.0398438,149.727
-5.3248e-02,33.8867,34.3984,-0.0171875,149.727
-5.3240e-02,33.8516,34.3945,-0.0675781,149.727
-5.3232e-02,33.8789,34.2852,-0.0542969,149.766
-5.3224e-02,33.7266,34.25,-0.0582031,149.639
-5.3216e-02,33.957,34.4023,-0.0425781,149.756
-5.3208e-02,33.8906,34.3828,-0.0539063,149.687
-5.3200e-02,33.8125,34.3711,-0.034375,149.668
-5.3192e-02,33.6758,34.2656,-0.0519531,149.824
-5.3184e-02,33.4492,33.8789,-0.0660156,149.844
-5.3176e-02,33.4062,33.8711,-0.0382813,150.156
-5.3168e-02,33.4219,33.875,-0.0460938,149.697
-5.3160e-02,33.375,33.8633,-0.034375,149.707
-5.3152e-02,33.4805,33.8789,-0.053125,149.814
-5.3144e-02,33.4219,33.8789,-0.0355469,149.697
-5.3136e-02,33.2734,33.9102,-0.0601563,149.658
-5.3128e-02,33.375,33.8516,-0.0339844,149.707
-5.3120e-02,33.1016,33.6016,-0.0445313,149.736
-5.3112e-02,32.9727,33.5156,-0.0628906,149.775
-5.3104e-02,32.8555,33.4062,-0.0410156,149.775
-5.3096e-02,32.8945,33.3438,-0.0746094,149.697
-5.3088e-02,33.125,33.5391,-0.034375,149.775
-5.3080e-02,32.9531,33.4336,-0.0324219,149.687
-5.3072e-02,32.9727,33.418,-0.0675781,149.609
-5.3064e-02,32.8125,33.3867,-0.0539063,149.678
-5.3056e-02,32.6367,33.1523,-0.0769531,149.648
-5.3048e-02,32.625,33.0938,-0.034375,149.678
-5.3040e-02,32.5664,33.0117,-0.0445313,149.697
-5.3032e-02,32.6094,32.9258,-0.0320313,149.521
-5.3024e-02,32.6289,33.1328,-0.0351563,149.678
-5.3016e-02,32.5078,32.9609,-0.0367188,149.775
-5.3008e-02,32.5078,33.0625,-0.0367188,149.629
-5.3000e-02,32.4258,32.9883,-0.0449219,149.658
-5.2992e-02,32.2969,32.5977,-0.0230469,149.687
-5.2984e-02,32.1133,32.6641,-0.0558594,149.844
-5.2976e-02,32.125,32.6133,-0.0207031,149.658
-5.2968e-02,32.082,32.5664,-0.0605469,149.697
-5.2960e-02,32.1953,32.7422,-0.0585938,149.736
-5.2952e-02,32.1367,32.5977,-0.0558594,149.639
-5.2944e-02,32.1484,32.543,-0.0582031,149.766
-5.2936e-02,32.0781,32.5,-0.0695313,149.736
-5.2928e-02,31.7617,32.125,-0.0414063,149.697
-5.2920e-02,31.7539,32.1445,-0.0566406,149.814
-5.2912e-02,31.6172,32.125,-0.0800781,149.697
-5.2904e-02,31.6094,32.0938,-0.0179688,149.736
-5.2896e-02,31.7344,32.2148,-0.0539063,149.697
-5.2888e-02,31.7148,32.168,-0.0535156,149.668
-5.2880e-02,31.7266,32.1367,-0.0683594,149.687
-5.2872e-02,31.5234,32.0195,-0.0601563,149.736
-5.2864e-02,31.3672,31.7383,-0.03125,149.736
-5.2856e-02,31.2695,31.7695,-0.0265625,149.697
-5.2848e-02,31.332,31.6211,-0.0664063,149.834
-5.2840e-02,31.0898,31.6133,-0.0164063,149.658
-5.2832e-02,31.1523,31.7148,-0.0804688,149.648
-5.2824e-02,31.207,31.6562,-0.040625,149.736
-5.2816e-02,31.1562,31.6602,-0.0316406,149.766
-5.2808e-02,31.1484,31.5898,-0.0390625,149.639
-5.2800e-02,30.8906,31.2539,-0.046875,149.658
-5.2792e-02,30.8242,31.2656,-0.0519531,149.697
-5.2784e-02,30.6406,31.168,-0.0582031,149.805
-5.2776e-02,30.6094,31.1094,-0.0546875,149.639
-5.2768e-02,30.8242,31.3203,-0.053125,149.697
-5.2760e-02,30.7148,31.1836,-0.0164063,149.668
-5.2752e-02,30.6914,31.1641,-0.0546875,149.697
-5.2744e-02,30.6328,31.1328,-0.0449219,149.746
-5.2736e-02,30.3555,30.8477,-0.0296875,149.453
-5.2728e-02,30.3555,30.8555,-0.0496094,149.59
-5.2720e-02,30.2188,30.6406,-0.0601563,149.736
-5.2712e-02,30.1328,30.5664,-0.0253906,149.736
-5.2704e-02,30.375,30.832,-0.0257813,149.678
-5.2696e-02,30.418,30.8242,-0.0273438,149.687
-5.2688e-02,30.2969,30.7031,-0.0710938,149.697
-5.2680e-02,30.1484,30.6055,-0.0546875,149.697
-5.2672e-02,29.8633,30.3984,-0.0257813,149.697
-5.2664e-02,29.8672,30.2852,-0.0550781,149.893
-5.2656e-02,29.7891,30.2539,-0.0230469,149.707
-5.2648e-02,29.7188,30.125,-0.0429688,149.629
-5.2640e-02,29.9102,30.2891,-0.0519531,149.619
-5.2632e-02,29.7344,30.2695,-0.0503906,149.687
-5.2624e-02,29.7109,30.1914,-0.034375,149.971
-5.2616e-02,29.75,30.1641,-0.0414063,149.678
-5.2608e-02,29.3555,29.8789,-0.0519531,149.697
-5.2600e-02,29.3281,29.8672,-0.05,149.697
-5.2592e-02,29.1758,29.8359,-0.03125,149.658
-5.2584e-02,29.1562,29.6055,-0.0316406,149.893
-5.2576e-02,29.4102,29.9414,-0.0578125,149.717
-5.2568e-02,29.3359,29.7969,-0.0214844,149.531
-5.2560e-02,29.2969,29.6758,-0.0371094,149.717
-5.2552e-02,29.1367,29.6914,-0.0402344,149.795
-5.2544e-02,28.8906,29.3633,-0.0394531,149.531
-5.2536e-02,28.8789,29.3867,-0.0578125,149.678
-5.2528e-02,28.7148,29.125,-0.0347656,149.717
-5.2520e-02,28.6758,29.1367,-0.0230469,149.648
-5.2512e-02,28.9258,29.4023,-0.0574219,149.57
-5.2504e-02,28.8555,29.3438,-0.0566406,149.717
-5.2496e-02,28.6914,29.1914,-0.046875,149.541
-5.2488e-02,28.6953,29.0977,-0.046875,149.697
-5.2480e-02,28.4023,28.9336,-0.0488281,149.697
-5.2472e-02,28.332,28.8359,-0.0398438,149.59
-5.2464e-02,28.3711,28.6523,-0.0605469,149.668
-5.2456e-02,28.2773,28.6836,-0.0445313,149.6
-5.2448e-02,28.4219,28.8945,-0.0347656,149.814
-5.2440e-02,28.3945,28.7812,-0.03125,149.629
-5.2432e-02,28.3945,28.6992,-0.0515625,149.697
-5.2424e-02,28.2852,28.7109,-0.0570313,149.775
-5.2416e-02,27.9141,28.3594,-0.0378906,149.697
-5.2408e-02,27.832,28.2344,-0.0480469,149.668
-5.2400e-02,27.8438,28.168,-0.0363281,149.854
-5.2392e-02,27.7812,28.1641,-0.0441406,149.775
-5.2384e-02,27.9492,28.3281,-0.0660156,149.619
-5.2376e-02,27.7266,28.1602,-0.0523438,149.678
-5.2368e-02,27.7969,28.2227,-0.0558594,149.775
-5.2360e-02,27.6875,28.1523,-0.0597656,149.717
-5.2352e-02,27.3672,27.7461,-0.0550781,149.697
-5.2344e-02,27.3672,27.7656,-0.00742188,149.727
-5.2336e-02,27.3828,27.6133,-0.0382813,149.687
-5.2328e-02,27.2812,27.6094,-0.0648438,149.687
-5.2320e-02,27.4297,27.7148,-0.0523438,149.697
-5.2312e-02,27.3008,27.7383,-0.0519531,149.58
-5.2304e-02,27.3047,27.6484,-0.0453125,149.697
-5.2296e-02,27.2344,27.6641,-0.0523438,149.766
-5.2288e-02,26.8789,27.3672,-0.0691406,149.707
-5.2280e-02,26.8398,27.125,-0.04375,149.609
-5.2272e-02,26.8438,27.125,-0.0585938,149.746
-5.2264e-02,26.6328,26.9883,-0.0363281,149.648
-5.2256e-02,26.8945,27.1641,-0.0453125,149.629
-5.2248e-02,26.7773,27.1523,-0.0382813,149.482
-5.2240e-02,26.7109,27.1719,-0.0304688,149.697
-5.2232e-02,26.7734,27.125,-0.0503906,149.629
-5.2224e-02,26.375,26.6797,-0.03125,149.639
-5.2216e-02,26.3047,26.5938,-0.0316406,149.736
-5.2208e-02,26.2227,26.6602,-0.0496094,149.687
-5.2200e-02,26.125,26.5391,-0.0453125,149.785
-5.2192e-02,26.3672,26.7188,-0.0320313,149.658
-5.2184e-02,26.2031,26.7031,-0.053125,149.785
-5.2176e-02,26.2188,26.5352,-0.0523438,149.697
-5.2168e-02,26.1367,26.5586,-0.0507813,149.678
-5.2160e-02,25.7109,26.1562,-0.0425781,149.736
-5.2152e-02,25.7109,26.1406,-0.0390625,149.697
-5.2144e-02,25.6445,26.125,-0.0421875,149.6
-5.2136e-02,25.5938,25.9102,-0.0453125,149.736
-5.2128e-02,25.8789,26.2031,-0.04375,149.854
-5.2120e-02,25.6914,26.0664,-0.0460938,149.502
-5.2112e-02,25.6133,26.0156,-0.0351563,149.697
-5.2104e-02,25.5078,26.0039,-0.0554688,149.775
-5.2096e-02,25.1367,25.6328,-0.05625,149.805
-5.2088e-02,25.1562,25.6016,-0.0589844,149.678
-5.2080e-02,25.0039,25.457,-0.0492188,149.736
-5.2072e-02,24.9258,25.4766,-0.0507813,149.639
-5.2064e-02,25.0664,25.6367,-0.0347656,149.668
-5.2056e-02,25.1406,25.4648,-0.0457031,149.561
-5.2048e-02,25.0078,25.4648,-0.0394531,149.717
-5.2040e-02,24.8867,25.4531,-0.0394531,149.697
-5.2032e-02,24.6367,25.1328,-0.0421875,149.746
-5.2024e-02,24.5898,25.0352,-0.0496094,149.639
-5.2016e-02,24.3633,24.8516,-0.0445313,149.697
-5.2008e-02,24.375,24.7188,-0.025,149.668
-5.2000e-02,24.582,24.9727,-0.0558594,149.639
-5.1992e-02,24.4805,24.9531,-0.0582031,149.639
-5.1984e-02,24.4297,24.8633,-0.0414063,149.678
-5.1976e-02,24.3164,24.7695,-0.0273438,149.805
-5.1968e-02,23.9727,24.4688,-0.0382813,149.648
-5.1960e-02,23.8828,24.3867,-0.0347656,149.639
-5.1952e-02,23.8086,24.207,-0.040625,149.717
-5.1944e-02,23.7734,24.1484,-0.0265625,149.521
-5.1936e-02,23.9258,24.3984,-0.0386719,149.854
-5.1928e-02,23.8945,24.3867,-0.0609375,149.687
-5.1920e-02,23.75,24.2617,-0.0257813,149.697
-5.1912e-02,23.707,24.1719,-0.0324219,149.648
-5.1904e-02,23.3477,23.7461,-0.05,149.697
-5.1896e-02,23.3164,23.6406,-0.0402344,149.736
-5.1888e-02,23.2891,23.6289,-0.0496094,149.766
-5.1880e-02,23.1523,23.5898,-0.0285156,149.922
-5.1872e-02,23.3633,23.7109,-0.0257813,149.736
-5.1864e-02,23.2773,23.8008,-0.0503906,149.756
-5.1856e-02,23.1445,23.5391,-0.065625,149.922
-5.1848e-02,23.0195,23.5039,-0.0539063,149.687
-5.1840e-02,22.6719,23.1797,-0.0367188,149.658
-5.1832e-02,22.6445,23.0273,-0.0285156,149.658
-5.1824e-02,22.5234,23.0195,-0.0582031,149.658
-5.1816e-02,22.4297,22.8828,-0.0433594,149.814
-5.1808e-02,22.7461,23.1406,-0.0414063,149.697
-5.1800e-02,22.6875,23.1367,-0.0695313,149.6
-5.1792e-02,22.6406,23.0312,-0.0269531,149.697
-5.1784e-02,22.5352,22.9336,-0.0390625,149.775
-5.1776e-02,22.125,22.5312,-0.0570313,149.697
-5.1768e-02,22.0977,22.4922,-0.0121094,149.668
-5.1760e-02,21.9414,22.3672,-0.0386719,149.766
-5.1752e-02,21.8789,22.3672,-0.0351563,149.736
-5.1744e-02,21.9531,22.4844,-0.0101563,149.717
-5.1736e-02,21.9922,22.4258,-0.0390625,149.6
-5.1728e-02,21.8906,22.3438,-0.0253906,149.707
-5.1720e-02,21.8516,22.2812,-0.0597656,149.707
-5.1712e-02,21.4609,21.9414,-0.0382813,149.639
-5.1704e-02,21.3789,21.8711,-0.0578125,149.697
-5.1696e-02,21.3164,21.6328,-0.0808594,149.687
-5.1688e-02,21.1055,21.7109,-0.028125,149.463
-5.1680e-02,21.3945,21.7891,-0.0609375,149.814
-5.1672e-02,21.3555,21.7422,-0.0421875,149.697
-5.1664e-02,21.2383,21.7891,-0.0613281,149.727
-5.1656e-02,21.25,21.6953,-0.0265625,149.619
-5.1648e-02,20.7148,21.2617,-0.0121094,149.756
-5.1640e-02,20.6641,21.1797,-0.0453125,149.736
-5.1632e-02,20.6719,21.1094,-0.034375,149.541
-5.1624e-02,20.6328,20.9492,-0.0375,149.453
-5.1616e-02,20.7734,21.2734,-0.0355469,149.619
-5.1608e-02,20.7148,21.0469,-0.0300781,149.697
-5.1600e-02,20.6406,21,-0.0242188,149.59
-5.1592e-02,20.582,21.0078,-0.0441406,149.697
-5.1584e-02,20.1523,20.5195,-0.0609375,149.697
-5.1576e-02,20.0508,20.375,-0.0371094,149.609
-5.1568e-02,19.8828,20.332,-0.0488281,149.668
-5.1560e-02,19.9023,20.2109,-0.0726563,149.756
-5.1552e-02,20.1367,20.5391,-0.0574219,149.687
-5.1544e-02,20.0352,20.3789,-0.0574219,149.482
-5.1536e-02,19.957,20.1875,-0.0316406,149.707
-5.1528e-02,19.8594,20.1758,-0.0636719,149.697
-5.1520e-02,19.4023,19.0664,-0.0570313,149.57
-5.1512e-02,19.418,18.9844,-0.0292969,149.727
-5.1504e-02,19.3164,18.4375,-0.0460938,149.619
-5.1496e-02,19.1445,16.2773,-0.0269531,149.639
-5.1488e-02,19.5117,18.9922,-0.0492188,149.648
-5.1480e-02,19.3867,18.1758,-0.0207031,149.687
-5.1472e-02,19.2656,16.6523,-0.046875,149.473
-5.1464e-02,19.1797,14.3906,-0.03125,149.717
-5.1456e-02,18.7656,4.33203,0.0316406,149.902
-5.1448e-02,18.6445,2.61719,0.0210937,149.736
-5.1440e-02,18.6367,2.29688,0.0472656,149.697
-5.1432e-02,18.3711,1.84766,0.0554687,149.668
-5.1424e-02,18.7227,4.98047,-0.0121094,149.678
-5.1416e-02,18.6445,3.39453,0.0300781,149.199
-5.1408e-02,18.5195,2.64844,0.0390625,149.629
-5.1400e-02,18.5078,2.33984,0.0277344,149.668
-5.1392e-02,18.0938,1.76562,0.145703,149.6
-5.1384e-02,17.8945,1.71875,0.157422,149.658
-5.1376e-02,17.8242,1.77734,0.167187,149.736
-5.1368e-02,17.8516,1.67188,0.155859,149.746
-5.1360e-02,18.0508,1.73828,0.144531,149.678
-5.1352e-02,17.9727,1.69531,0.131641,149.658
-5.1344e-02,17.8242,1.82422,0.140625,149.775
-5.1336e-02,17.8281,1.62891,0.173437,149.395
-5.1328e-02,17.4883,1.78906,0.230469,149.629
-5.1320e-02,17.25,1.84766,0.213672,149.668
-5.1312e-02,17.1953,1.65234,0.247656,149.717
-5.1304e-02,17.125,1.86719,0.287109,149.658
-5.1296e-02,17.4492,1.60156,0.237891,149.58
-5.1288e-02,17.3516,1.80859,0.208984,149.57
-5.1280e-02,17.2344,1.65625,0.247656,149.658
-5.1272e-02,17.1094,1.82031,0.285547,149.697
-5.1264e-02,16.6328,1.69922,0.361328,149.6
-5.1256e-02,16.582,1.62109,0.329297,149.687
-5.1248e-02,16.5664,1.81641,0.339062,149.814
-5.1240e-02,16.4141,1.75391,0.364062,149.746
-5.1232e-02,16.7148,1.63672,0.339062,149.668
-5.1224e-02,16.6289,1.63672,0.316406,149.707
-5.1216e-02,16.4727,1.64453,0.375391,149.775
-5.1208e-02,16.4961,1.68359,0.355859,149.775
-5.1200e-02,16.0469,1.66797,0.434375,149.678
-5.1192e-02,15.9141,1.62109,0.459375,149.629
-5.1184e-02,15.8945,1.67578,0.446875,149.707
-5.1176e-02,15.8203,1.84766,0.464844,149.639
-5.1168e-02,16.0469,1.63281,0.389844,149.619
-5.1160e-02,16.0352,1.67969,0.452734,149.648
-5.1152e-02,15.8828,1.80469,0.454297,149.697
-5.1144e-02,15.8086,1.79297,0.460937,149.736
-5.1136e-02,15.4102,1.73047,0.509375,149.6
-5.1128e-02,15.3516,1.66797,0.530078,149.678
-5.1120e-02,15.1875,1.64453,0.572266,149.687
-5.1112e-02,15.125,1.85547,0.563672,149.678
-5.1104e-02,15.2852,1.84375,0.525391,149.668
-5.1096e-02,15.2188,1.83594,0.526172,149.668
-5.1088e-02,15.2461,1.80859,0.532031,149.736
-5.1080e-02,15.1641,1.64062,0.539844,149.658
-5.1072e-02,14.7617,1.67969,0.6125,149.619
-5.1064e-02,14.6992,1.72656,0.625781,149.697
-5.1056e-02,14.6211,1.625,0.630078,149.736
-5.1048e-02,14.5273,1.73438,0.636719,149.697
-5.1040e-02,14.7383,1.71484,0.601172,149.609
-5.1032e-02,14.7812,1.64453,0.625391,149.639
-5.1024e-02,14.5625,1.86328,0.61875,149.629
-5.1016e-02,14.4805,1.85938,0.647656,149.658
-5.1008e-02,14.2461,1.73438,0.687109,149.668
-5.1000e-02,14.0156,1.67578,0.705078,149.873
-5.0992e-02,14.0039,1.64453,0.702344,149.668
-5.0984e-02,13.8945,1.64453,0.744531,149.736
-5.0976e-02,14.1367,1.80469,0.701562,149.541
-5.0968e-02,14.0664,1.8125,0.707812,149.775
-5.0960e-02,13.9414,1.80078,0.718359,149.697
-5.0952e-02,13.9102,1.85156,0.697266,149.629
-5.0944e-02,13.5469,1.6875,0.772266,149.609
-5.0936e-02,13.5078,1.66797,0.76875,149.658
-5.0928e-02,13.3789,1.85547,0.783594,149.775
-5.0920e-02,13.2969,1.79297,0.780078,149.648
-5.0912e-02,13.5312,1.84766,0.742969,149.727
-5.0904e-02,13.4922,1.67969,0.773828,149.707
-5.0896e-02,13.3594,1.86328,0.774219,149.492
-5.0888e-02,13.2891,1.80078,0.786719,149.912
-5.0880e-02,12.8711,1.78125,0.813281,149.58
-5.0872e-02,12.8516,1.69141,0.844141,149.648
-5.0864e-02,12.7266,1.69141,0.859375,149.707
-5.0856e-02,12.6484,1.70312,0.849219,149.619
-5.0848e-02,12.8633,1.86719,0.831641,149.531
-5.0840e-02,12.8203,1.73047,0.838672,149.395
-5.0832e-02,12.6562,1.85156,0.857422,149.736
-5.0824e-02,12.5312,1.84766,0.867187,149.697
-5.0816e-02,12.2188,1.80469,0.906641,149.736
-5.0808e-02,12.1094,1.83203,0.928516,149.395
-5.0800e-02,11.957,1.71484,0.912109,149.629
-5.0792e-02,12.0039,1.84375,0.966797,149.609
-5.0784e-02,12.3164,1.875,0.916406,149.58
-5.0776e-02,12.0664,1.87109,0.936328,149.492
-5.0768e-02,12.0664,1.84375,0.938281,149.707
-5.0760e-02,11.9492,1.86719,0.956641,149.707
-5.0752e-02,11.5,1.86328,0.994531,149.727
-5.0744e-02,11.4805,1.80859,0.992578,149.775
-5.0736e-02,11.3867,1.75781,0.983594,149.697
-5.0728e-02,11.1719,1.62109,0.989062,149.727
-5.0720e-02,11.4648,1.75,0.971094,149.609
-5.0712e-02,11.3828,1.83984,0.982422,149.668
-5.0704e-02,11.2695,1.86719,0.983984,149.697
-5.0696e-02,11.2539,1.70312,1.00508,149.717
-5.0688e-02,10.7188,1.87891,1.05625,149.707
-5.0680e-02,10.6367,1.72266,1.05117,149.648
-5.0672e-02,10.5508,1.67578,1.04023,149.678
-5.0664e-02,10.3711,1.88672,1.05391,149.639
-5.0656e-02,10.6992,1.66016,1.02539,149.854
-5.0648e-02,10.5625,1.84375,1.06367,149.766
-5.0640e-02,10.4414,1.77734,1.07461,149.57
-5.0632e-02,10.5039,1.67188,1.07539,149.697
-5.0624e-02,9.86719,1.87891,1.10156,149.658
-5.0616e-02,9.80078,1.87109,1.10977,149.6
-5.0608e-02,9.77344,1.69531,1.12422,149.619
-5.0600e-02,9.60156,1.82812,1.1207,149.697
-5.0592e-02,9.89453,1.74609,1.09922,149.512
-5.0584e-02,9.66797,1.65625,1.0918,149.561
-5.0576e-02,9.74609,1.86719,1.11641,149.697
-5.0568e-02,9.60156,1.85547,1.11953,149.658
-5.0560e-02,8.94922,1.75391,1.18125,149.824
-5.0552e-02,8.98828,1.83203,1.15039,149.58
-5.0544e-02,8.83984,1.86328,1.16367,149.678
-5.0536e-02,8.72656,1.74609,1.14141,149.687
-5.0528e-02,9.06641,1.80859,1.16719,149.658
-5.0520e-02,9.01172,1.82422,1.15547,149.736
-5.0512e-02,8.80859,1.79688,1.175,149.229
-5.0504e-02,8.74219,1.69141,1.15742,149.697
-5.0496e-02,8.14062,1.85156,1.20352,149.687
-5.0488e-02,8.10547,1.84766,1.22734,149.727
-5.0480e-02,8.00391,1.79688,1.19336,149.678
-5.0472e-02,7.85938,1.87891,1.1875,149.668
-5.0464e-02,8.17578,1.82031,1.19805,149.697
-5.0456e-02,8.14062,1.82422,1.1668,149.668
-5.0448e-02,7.92578,1.75781,1.2125,149.59
-5.0440e-02,7.82031,1.74219,1.22344,149.619
-5.0432e-02,7.34375,1.76172,1.23008,149.697
-5.0424e-02,7.14844,1.77734,1.21797,149.717
-5.0416e-02,7.125,1.75781,1.24492,149.795
-5.0408e-02,6.92188,1.64062,1.25547,149.697
-5.0400e-02,7.27734,1.70312,1.23672,149.707
-5.0392e-02,7.23047,1.73438,1.24453,149.512
-5.0384e-02,7.17578,1.87891,1.24258,149.697
-5.0376e-02,7.03516,1.84766,1.24805,149.58
-5.0368e-02,6.50781,1.73438,1.2375,149.727
-5.0360e-02,6.37891,1.72656,1.28437,149.668
-5.0352e-02,6.18359,1.78906,1.2625,149.687
-5.0344e-02,6.14453,1.86328,1.27422,149.609
-5.0336e-02,6.44922,1.84375,1.27461,149.707
-5.0328e-02,6.28516,1.875,1.26016,149.756
-5.0320e-02,6.21484,1.78906,1.2457,149.59
-5.0312e-02,6.01172,1.87109,1.28906,149.736
-5.0304e-02,5.65234,1.86328,1.27227,149.687
-5.0296e-02,5.45312,1.84375,1.3,149.18
-5.0288e-02,5.35156,1.87891,1.3125,149.746
-5.0280e-02,5.32031,1.87891,1.29883,149.658
-5.0272e-02,5.58203,1.80859,1.29648,149.717
-5.0264e-02,5.42969,1.78906,1.2918,149.746
-5.0256e-02,5.42188,1.64844,1.28516,149.639
-5.0248e-02,5.34766,1.86719,1.3082,149.395
-5.0240e-02,4.82031,1.76172,1.32617,149.502
-5.0232e-02,4.69531,1.85156,1.3125,149.531
-5.0224e-02,4.62109,1.69141,1.33867,149.697
-5.0216e-02,4.44922,1.82031,1.32852,149.687
-5.0208e-02,4.75781,1.85938,1.31992,149.697
-5.0200e-02,4.62891,1.85156,1.31523,149.668
-5.0192e-02,4.52734,1.87891,1.30977,149.619
-5.0184e-02,4.46094,1.84375,1.30469,149.668
-5.0176e-02,3.97266,1.82812,1.34023,149.453
-5.0168e-02,3.87891,1.64062,1.34258,149.58
-5.0160e-02,3.86328,1.86328,1.34062,149.6
-5.0152e-02,3.80078,1.82422,1.32812,149.834
-5.0144e-02,4.01953,1.87891,1.3457,149.316
-5.0136e-02,3.89453,1.85156,1.33711,149.697
-5.0128e-02,3.78516,1.86719,1.37266,149.639
-5.0120e-02,3.67578,1.87891,1.3418,149.551
-5.0112e-02,3.31641,1.87109,1.35234,149.6
-5.0104e-02,3.16016,1.88281,1.34102,149.727
-5.0096e-02,3.07812,1.78125,1.3332,149.492
-5.0088e-02,3.10547,1.73047,1.3668,149.668
-5.0080e-02,3.26562,1.70703,1.35195,149.736
-5.0072e-02,3.17969,1.86719,1.34805,149.707
-5.0064e-02,3.11328,1.77344,1.32266,149.707
-5.0056e-02,2.96094,1.87891,1.36133,149.658
-5.0048e-02,2.58203,1.75,1.36094,149.58
-5.0040e-02,2.39453,1.87891,1.37148,149.736
-5.0032e-02,2.36719,1.79688,1.36328,149.639
-5.0024e-02,2.29297,1.87891,1.36523,149.639
-5.0016e-02,2.48047,1.80078,1.3418,149.561
-5.0008e-02,2.31641,1.75,1.35742,149.687
-5.0000e-02,2.38281,1.84375,1.3625,149.668
-4.9992e-02,2.25,1.72656,1.35117,149.639
-4.9984e-02,1.84766,1.875,1.34219,149.736
-4.9976e-02,1.76172,1.83594,1.37656,149.736
-4.9968e-02,1.59375,1.80859,1.35977,149.687
-4.9960e-02,1.625,1.86719,1.34531,149.775
-4.9952e-02,1.75391,1.86328,1.34687,149.697
-4.9944e-02,1.75391,1.79297,1.35234,149.502
-4.9936e-02,1.625,1.875,1.34727,149.58
-4.9928e-02,1.51562,1.625,1.34609,149.687
-4.9920e-02,1.125,1.6875,1.37617,149.434
-4.9912e-02,0.957031,1.87891,1.35156,149.648
-4.9904e-02,0.855469,1.63281,1.34219,149.629
-4.9896e-02,0.75,1.61719,1.35391,149.736
