Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
-7.8608e-02,15.1094,0.140625,-0.366016,149.648
-7.8600e-02,15.2617,0.183594,-0.357813,149.736
-7.8592e-02,15.4961,0.125,-0.284766,149.736
-7.8584e-02,15.8359,0.3125,-0.2625,149.766
-7.8576e-02,15.8672,0.152344,-0.258984,149.629
-7.8568e-02,15.8828,0.277344,-0.25625,149.736
-7.8560e-02,15.6602,0.109375,-0.266016,149.697
-7.8552e-02,15.8633,0.125,-0.279297,149.561
-7.8544e-02,15.8359,0.136719,-0.289063,149.678
-7.8536e-02,15.9688,0.261719,-0.248047,149.697
-7.8528e-02,16.3828,0.449219,-0.170703,149.629
-7.8520e-02,16.3984,0.5625,-0.156641,149.648
-7.8512e-02,16.5391,0.613281,-0.126563,149.434
-7.8504e-02,16.6445,0.621094,-0.145703,149.668
-7.8496e-02,16.3555,0.519531,-0.182813,149.687
-7.8488e-02,16.4102,0.617188,-0.154297,149.736
-7.8480e-02,16.5781,0.765625,-0.139844,149.658
-7.8472e-02,16.6914,0.710938,-0.151172,149.727
-7.8464e-02,17,1.62891,-0.0925781,149.609
-7.8456e-02,17.168,2.06641,-0.0910156,149.678
-7.8448e-02,17.1484,2.14062,-0.0148438,149.629
-7.8440e-02,17.1523,2.60156,-0.0507813,149.697
-7.8432e-02,17.0234,1.10156,-0.0792969,149.365
-7.8424e-02,17.0469,1.58984,-0.0519531,149.775
-7.8416e-02,17.2188,2.83594,-0.0714844,149.678
-7.8408e-02,17.3438,4.88281,-0.0519531,149.658
-7.8400e-02,17.7734,15.7812,0.028125,149.6
-7.8392e-02,17.7539,17.457,-0.00742188,149.658
-7.8384e-02,17.8789,20.3789,-0.00273438,149.697
-7.8376e-02,17.8789,21.6289,-0.0226563,149.453
-7.8368e-02,17.7812,14.2812,-0.0183594,149.658
-7.8360e-02,17.7578,16.1562,0.00546875,149.629
-7.8352e-02,17.8789,18.9688,0.00429687,149.6
-7.8344e-02,18,20.3359,0.00976562,149.658
-7.8336e-02,18.3867,20.9102,-0.0214844,149.687
-7.8328e-02,18.4062,20.7852,-0.0335938,149.697
-7.8320e-02,18.6406,20.6445,-0.0359375,149.697
-7.8312e-02,18.5938,20.5508,-0.015625,149.697
-7.8304e-02,18.3984,20.7344,-0.0265625,149.668
-7.8296e-02,18.4336,20.6367,-0.0179688,149.717
-7.8288e-02,18.5469,20.8945,-0.0265625,149.619
-7.8280e-02,18.5547,20.6562,-0.0214844,149.697
-7.8272e-02,19.043,20.3633,-0.0210938,149.707
-7.8264e-02,19.0781,20.3984,-0.03125,149.648
-7.8256e-02,19.1094,20.3672,-0.0265625,149.814
-7.8248e-02,19.1211,20.2695,-0.0230469,149.785
-7.8240e-02,19.0469,20.3867,-0.0109375,149.658
-7.8232e-02,19.0664,20.3789,-0.0246094,149.697
-7.8224e-02,19.2617,20.3867,-0.0289063,149.59
-7.8216e-02,19.1797,20.3867,-0.0628906,149.6
-7.8208e-02,19.6484,20.5469,-0.0351563,149.639
-7.8200e-02,19.6406,20.6055,-0.0554688,149.736
-7.8192e-02,19.8633,20.3906,-0.0332031,149.404
-7.8184e-02,19.8633,20.6172,-0.0628906,149.639
-7.8176e-02,19.5625,20.5977,-0.0539063,149.551
-7.8168e-02,19.6094,20.5273,-0.0367188,149.658
-7.8160e-02,19.7852,20.582,-0.0550781,149.697
-7.8152e-02,19.8672,20.7148,-0.0355469,149.639
-7.8144e-02,20.2461,20.8945,-0.0570313,149.707
-7.8136e-02,20.3711,21.0781,-0.0558594,149.717
-7.8128e-02,20.3945,21.0625,-0.0671875,149.668
-7.8120e-02,20.4688,21.1602,-0.0371094,149.668
-7.8112e-02,20.1953,21.0156,-0.0402344,149.59
-7.8104e-02,20.3672,21.0547,-0.0644531,149.658
-7.8096e-02,20.4688,21.1562,-0.0265625,149.756
-7.8088e-02,20.5,21.0469,-0.0589844,149.355
-7.8080e-02,20.8711,21.4961,-0.0167969,149.697
-7.8072e-02,21.0234,21.6445,-0.0632813,149.697
-7.8064e-02,21.1211,21.668,-0.0421875,149.648
-7.8056e-02,21.1836,21.7266,-0.0476563,149.443
-7.8048e-02,20.832,21.5117,-0.0503906,149.59
-7.8040e-02,21.0781,21.5859,-0.0207031,149.697
-7.8032e-02,21.1484,21.6094,-0.0542969,149.736
-7.8024e-02,21.1445,21.7344,-0.0359375,149.658
-7.8016e-02,21.5312,22.1797,-0.0625,149.736
-7.8008e-02,21.6328,22.1719,-0.0460938,149.492
-7.8000e-02,21.6562,22.3008,-0.0363281,149.424
-7.7992e-02,21.8398,22.3164,-0.0515625,149.375
-7.7984e-02,21.5938,22.125,-0.0191406,149.678
-7.7976e-02,21.7109,22.1836,-0.0625,149.697
-7.7968e-02,21.7031,22.207,-0.0597656,149.678
-7.7960e-02,21.8281,22.3398,-0.0488281,149.619
-7.7952e-02,22.2227,22.6641,-0.0515625,149.189
-7.7944e-02,22.2891,22.7578,-0.0628906,149.492
-7.7936e-02,22.4023,22.8828,-0.03125,149.404
-7.7928e-02,22.4219,22.8789,-0.0714844,149.6
-7.7920e-02,22.207,22.707,-0.0453125,149.697
-7.7912e-02,22.293,22.75,-0.0398438,149.609
-7.7904e-02,22.4648,22.8555,-0.0324219,149.687
-7.7896e-02,22.4844,22.8438,-0.0636719,149.58
-7.7888e-02,22.8945,23.3594,-0.0558594,149.795
-7.7880e-02,22.9102,23.332,-0.040625,149.512
-7.7872e-02,22.957,23.3906,-0.0351563,149.111
-7.7864e-02,23.0117,23.4961,-0.04375,149.541
-7.7856e-02,22.8242,23.3281,-0.0367188,149.639
-7.7848e-02,22.9336,23.3594,-0.0285156,149.697
-7.7840e-02,23.0078,23.4844,-0.0691406,149.453
-7.7832e-02,23.0938,23.5312,-0.0597656,149.395
-7.7824e-02,23.3789,23.8008,-0.0292969,149.482
-7.7816e-02,23.4688,23.8789,-0.053125,149.551
-7.7808e-02,23.625,23.9688,-0.0351563,149.678
-7.7800e-02,23.6211,24.0898,-0.0242188,149.707
-7.7792e-02,23.4766,23.8164,-0.0390625,149.648
-7.7784e-02,23.5195,23.9102,-0.0695313,149.736
-7.7776e-02,23.4961,24.0312,-0.0449219,149.697
-7.7768e-02,23.668,24.082,-0.0234375,149.287
-7.7760e-02,24.0938,24.4102,-0.0824219,149.687
-7.7752e-02,24.1016,24.4414,-0.0402344,149.658
-7.7744e-02,24.1094,24.5273,-0.0652344,149.629
-7.7736e-02,24.1445,24.5664,-0.0535156,149.668
-7.7728e-02,24.0469,24.5586,-0.0394531,149.57
-7.7720e-02,24.0938,24.5195,-0.0308594,149.687
-7.7712e-02,24.1367,24.5938,-0.04375,149.775
-7.7704e-02,24.2188,24.6484,-0.0359375,149.678
-7.7696e-02,24.4805,24.9531,-0.0324219,149.697
-7.7688e-02,24.6328,25.1094,-0.0398438,149.697
-7.7680e-02,24.5742,24.9688,-0.0421875,149.414
-7.7672e-02,24.625,25.125,-0.0320313,149.697
-7.7664e-02,24.4922,24.9727,-0.0707031,149.609
-7.7656e-02,24.543,25.0078,-0.0707031,149.678
-7.7648e-02,24.7109,25.082,-0.0511719,149.521
-7.7640e-02,24.7891,25.1602,-0.0652344,149.648
-7.7632e-02,25.0781,25.5469,-0.0414063,149.697
-7.7624e-02,25.168,25.5703,-0.0640625,149.717
-7.7616e-02,25.1406,25.6523,-0.0515625,149.697
-7.7608e-02,25.2695,25.5859,-0.0351563,149.648
-7.7600e-02,25.0312,25.4414,-0.0238281,149.609
-7.7592e-02,25.1875,25.5234,-0.0246094,149.551
-7.7584e-02,25.2344,25.5195,-0.0558594,149.717
-7.7576e-02,25.2773,25.582,-0.0320313,149.795
-7.7568e-02,25.5547,25.8789,-0.0324219,149.609
-7.7560e-02,25.625,26.0312,-0.05,149.658
-7.7552e-02,25.8359,26.1172,-0.0339844,149.648
-7.7544e-02,25.8555,26.1406,-0.0414063,149.697
-7.7536e-02,25.5156,26.0078,-0.0300781,149.6
-7.7528e-02,25.668,26.082,-0.0304688,149.746
-7.7520e-02,25.6875,26.1406,-0.0445313,149.736
-7.7512e-02,25.7773,26.2109,-0.0421875,149.502
-7.7504e-02,26.1094,26.5664,-0.05,149.717
-7.7496e-02,26.1914,26.5859,-0.0746094,149.678
-7.7488e-02,26.1719,26.6406,-0.0457031,149.619
-7.7480e-02,26.3906,26.6953,-0.0675781,149.766
-7.7472e-02,26.2109,26.5156,-0.0640625,149.58
-7.7464e-02,26.2227,26.6328,-0.0425781,149.639
-7.7456e-02,26.2305,26.6289,-0.0605469,149.775
-7.7448e-02,26.4922,26.8359,-0.0207031,149.736
-7.7440e-02,26.6641,27.0625,-0.053125,149.551
-7.7432e-02,26.8125,27.2578,-0.0367188,149.736
-7.7424e-02,26.8789,27.2227,-0.0632813,149.629
-7.7416e-02,26.8633,27.3164,-0.0480469,149.717
-7.7408e-02,26.7305,27.168,-0.0421875,149.736
-7.7400e-02,26.7422,27.1719,-0.0257813,149.805
-7.7392e-02,26.8398,27.2422,-0.0613281,149.648
-7.7384e-02,26.9492,27.2734,-0.0546875,149.59
-7.7376e-02,27.332,27.6602,-0.046875,149.561
-7.7368e-02,27.3867,27.8008,-0.0363281,149.629
-7.7360e-02,27.4727,27.8789,-0.0597656,149.57
-7.7352e-02,27.5469,27.8633,-0.0226563,149.883
-7.7344e-02,27.3047,27.75,-0.0511719,149.658
-7.7336e-02,27.4688,27.7695,-0.00898438,149.453
-7.7328e-02,27.5,27.8438,-0.0488281,149.736
-7.7320e-02,27.5977,28.0703,-0.05,149.639
-7.7312e-02,27.8945,28.3789,-0.0414063,149.648
-7.7304e-02,28.0078,28.5312,-0.0394531,149.814
-7.7296e-02,28.1328,28.4531,-0.0453125,149.678
-7.7288e-02,28.2891,28.6445,-0.0417969,149.648
-7.7280e-02,28,28.3438,-0.0210938,149.687
-7.7272e-02,28.0156,28.4609,-0.0464844,149.736
-7.7264e-02,28.1133,28.5234,-0.0363281,149.697
-7.7256e-02,28.1914,28.5078,-0.0257813,149.775
-7.7248e-02,28.6719,29.1406,-0.0507813,149.59
-7.7240e-02,28.7227,29.1797,-0.0535156,149.619
-7.7232e-02,28.8672,29.2422,-0.0570313,149.697
-7.7224e-02,28.875,29.2969,-0.0550781,149.736
-7.7216e-02,28.5547,29.0039,-0.0296875,149.697
-7.7208e-02,28.7539,29.1562,-0.0539063,149.717
-7.7200e-02,28.8789,29.2148,-0.0589844,149.59
-7.7192e-02,28.9492,29.293,-0.0382813,149.697
-7.7184e-02,29.3477,29.7656,-0.0464844,149.883
-7.7176e-02,29.3906,29.793,-0.0199219,149.551
-7.7168e-02,29.3867,29.8672,-0.0363281,149.658
-7.7160e-02,29.5625,29.8789,-0.0484375,149.687
-7.7152e-02,29.3477,29.6953,-0.0355469,149.687
-7.7144e-02,29.3008,29.7852,-0.0578125,149.609
-7.7136e-02,29.4766,29.9844,-0.0617188,149.727
-7.7128e-02,29.5547,30.0859,-0.0675781,149.697
-7.7120e-02,30.0156,30.3594,-0.0792969,149.678
-7.7112e-02,29.9492,30.5312,-0.0421875,149.639
-7.7104e-02,30.1406,30.5547,-0.0578125,149.697
-7.7096e-02,30.1836,30.6406,-0.0367188,149.668
-7.7088e-02,30.0039,30.457,-0.0449219,149.746
-7.7080e-02,30.0938,30.5156,-0.0359375,149.678
-7.7072e-02,30.0625,30.5273,-0.0574219,149.844
-7.7064e-02,30.2422,30.6133,-0.0363281,149.785
-7.7056e-02,30.6289,30.9688,-0.028125,149.512
-7.7048e-02,30.5469,31.1094,-0.0699219,149.707
-7.7040e-02,30.6328,31.1445,-0.0546875,149.717
-7.7032e-02,30.8086,31.2266,-0.0472656,149.424
-7.7024e-02,30.4844,31.0312,-0.0371094,149.814
-7.7016e-02,30.625,31.0625,-0.0410156,149.453
-7.7008e-02,30.7383,31.125,-0.0488281,149.707
-7.7000e-02,30.7461,31.1797,-0.0625,149.619
-7.6992e-02,31.1289,31.5898,-0.0519531,149.717
-7.6984e-02,31.1719,31.5859,-0.0519531,149.697
-7.6976e-02,31.1406,31.6719,-0.0414063,149.668
-7.6968e-02,31.3789,31.7383,-0.0367188,149.697
-7.6960e-02,31.125,31.5547,-0.0402344,149.727
-7.6952e-02,31.2148,31.6328,-0.0628906,149.707
-7.6944e-02,31.2695,31.6914,-0.0472656,149.736
-7.6936e-02,31.3086,31.6406,-0.0574219,149.736
-7.6928e-02,31.5898,32.0781,-0.0402344,149.336
-7.6920e-02,31.6328,32.1172,-0.0636719,149.697
-7.6912e-02,31.6992,32.1602,-0.040625,149.687
-7.6904e-02,31.6758,32.1719,-0.0480469,149.6
-7.6896e-02,31.5703,31.9844,-0.0285156,149.717
-7.6888e-02,31.625,32.1094,-0.0402344,149.658
-7.6880e-02,31.7109,32.1133,-0.0390625,149.736
-7.6872e-02,31.7148,32.2695,-0.0457031,149.736
-7.6864e-02,31.9375,32.5586,-0.0304688,149.697
-7.6856e-02,32.0781,32.4219,-0.0226563,149.541
-7.6848e-02,32.1328,32.543,-0.0121094,149.668
-7.6840e-02,32.1406,32.6016,-0.03125,149.58
-7.6832e-02,32.0625,32.5,-0.053125,149.736
-7.6824e-02,32.0625,32.5703,-0.0597656,149.678
-7.6816e-02,32.1094,32.5781,-0.0492188,149.697
-7.6808e-02,32.1875,32.6133,-0.0398438,149.6
-7.6800e-02,32.3945,32.8359,-0.0546875,149.639
-7.6792e-02,32.3789,32.8633,-0.034375,149.736
-7.6784e-02,32.3672,32.8828,-0.0160156,149.609
-7.6776e-02,32.4258,32.8789,-0.0226563,149.717
-7.6768e-02,32.3516,32.8047,-0.0367188,149.775
-7.6760e-02,32.3594,32.7891,-0.0421875,149.658
-7.6752e-02,32.6172,32.8516,-0.059375,149.541
-7.6744e-02,32.6055,32.9531,-0.0453125,149.697
-7.6736e-02,32.7227,33.1406,-0.0550781,149.502
-7.6728e-02,32.6797,33.1445,-0.0335938,149.609
-7.6720e-02,32.6797,33.168,-0.0394531,149.395
-7.6712e-02,32.6406,33.2891,-0.0519531,149.775
-7.6704e-02,32.7734,33.125,-0.0175781,149.648
-7.6696e-02,32.8203,33.1094,-0.0359375,149.658
-7.6688e-02,32.6836,33.1523,-0.065625,149.775
-7.6680e-02,32.6523,33.1562,-0.0402344,149.629
-7.6672e-02,32.8789,33.3867,-0.0558594,149.697
-7.6664e-02,32.9531,33.3867,-0.0371094,149.648
-7.6656e-02,33.0469,33.5469,-0.0410156,149.717
-7.6648e-02,33.125,33.4414,-0.0414063,149.629
-7.6640e-02,32.8945,33.3555,-0.0523438,149.463
-7.6632e-02,32.9414,33.3828,-0.0550781,149.502
-7.6624e-02,33.125,33.3711,-0.0488281,149.697
-7.6616e-02,33.0938,33.5352,-0.0453125,149.658
-7.6608e-02,33.1406,33.6406,-0.04375,149.697
-7.6600e-02,33.1602,33.6484,-0.0546875,149.639
-7.6592e-02,33.2734,33.8789,-0.0449219,149.727
-7.6584e-02,33.3203,33.8477,-0.0347656,149.814
-7.6576e-02,33.2109,33.6445,-0.0351563,149.687
-7.6568e-02,33.2578,33.7305,-0.0285156,149.687
-7.6560e-02,33.2852,33.7344,-0.065625,149.736
-7.6552e-02,33.332,33.7422,-0.0441406,149.629
-7.6544e-02,33.5312,34.0469,-0.0667969,149.697
-7.6536e-02,33.4648,33.9102,-0.0625,149.521
-7.6528e-02,33.582,34.1406,-0.0648438,149.854
-7.6520e-02,33.6211,34.1484,-0.0589844,149.629
-7.6512e-02,33.5078,33.9414,-0.0601563,149.561
-7.6504e-02,33.582,34.0508,-0.0316406,149.727
-7.6496e-02,33.5781,34.0156,-0.0722656,149.639
-7.6488e-02,33.707,34.1445,-0.0492188,149.912
-7.6480e-02,33.8789,34.3945,-0.0578125,149.639
-7.6472e-02,33.8945,34.3711,-0.0503906,149.609
-7.6464e-02,33.8789,34.3867,-0.0507813,149.521
-7.6456e-02,34.0781,34.3945,-0.0457031,149.697
-7.6448e-02,33.8594,34.3125,-0.0277344,149.639
-7.6440e-02,33.8242,34.2617,-0.05625,149.717
-7.6432e-02,33.8711,34.3672,-0.0425781,149.707
-7.6424e-02,34.0156,34.5586,-0.0429688,149.658
-7.6416e-02,34.1445,34.6094,-0.0386719,149.727
-7.6408e-02,34.1992,34.6797,-0.0492188,149.717
-7.6400e-02,34.3828,34.7031,-0.0597656,149.697
-7.6392e-02,34.3867,34.7305,-0.0625,149.775
-7.6384e-02,34.2031,34.6172,-0.0582031,149.785
-7.6376e-02,34.3125,34.6797,-0.0492188,149.736
-7.6368e-02,34.1641,34.7227,-0.0597656,149.932
-7.6360e-02,34.3398,34.8047,-0.0339844,149.736
-7.6352e-02,34.6016,35.0352,-0.0625,149.551
-7.6344e-02,34.6484,35.1406,-0.0359375,149.561
-7.6336e-02,34.6523,35.1289,-0.0386719,149.697
-7.6328e-02,34.8047,35.1484,-0.046875,149.668
-7.6320e-02,34.5391,35.0469,-0.0355469,149.658
-7.6312e-02,34.6055,35.0781,-0.0476563,149.736
-7.6304e-02,34.7656,35.1602,-0.034375,149.697
-7.6296e-02,34.6953,35.1953,-0.0375,149.756
-7.6288e-02,34.9727,35.4766,-0.040625,149.717
-7.6280e-02,35.0781,35.4961,-0.0398438,149.658
-7.6272e-02,35.1523,35.5938,-0.0433594,149.687
-7.6264e-02,35.1875,35.5625,-0.05625,149.707
