Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.01,,,
Sample Interval,8e-06,,,
Filter Frequency,1e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,20,20,10,100
Vertical Units,V,V,A,V
Vertical Offset,0,0,0,0
Vertical Scale,20,20,5,50
Label,,,,
TIME,CH1,CH2,CH3,CH4
6.9600e-04,7.22266,-0.492188,-10.5547,90.2441
7.0400e-04,7.26562,-0.121094,-10.5381,90.2344
7.1200e-04,7.38672,-0.558594,-10.5674,90.2344
7.2000e-04,8.19531,-0.121094,-10.5391,90.2637
7.2800e-04,7.41797,-0.109375,-10.3486,90.9277
7.3600e-04,7.48828,-0.121094,-10.4541,89.248
7.4400e-04,7.48047,-0.132812,-10.3418,90.9961
7.5200e-04,7.94141,-0.105469,-10.332,90.2734
7.6000e-04,8.09375,-0.136719,-10.3125,91.123
7.6800e-04,8.44531,-0.121094,-10.3916,91.3086
7.7600e-04,8.125,-0.121094,-10.4131,90.1953
7.8400e-04,8.125,-0.4375,-10.2314,90.1562
7.9200e-04,8.16406,-0.136719,-10.4014,90.2734
8.0000e-04,8.58984,-0.128906,-10.4033,90.1562
8.0800e-04,8.76172,-0.445312,-10.3965,90.1562
8.1600e-04,8.47656,-0.09375,-10.3047,89.7168
8.2400e-04,8.41016,-0.140625,-10.2861,90.0391
8.3200e-04,8.51953,-0.078125,-10.3809,91.2109
8.4000e-04,8.90234,-0.128906,-10.2695,91.084
8.4800e-04,8.92188,-0.125,-10.2568,91.0937
8.5600e-04,9.16406,-0.109375,-10.2578,90.332
8.6400e-04,9.54297,-0.128906,-10.1582,90.3125
8.7200e-04,9.17188,-0.492188,-10.2461,90.2734
8.8000e-04,9.22656,-0.078125,-10.2695,90.2734
8.8800e-04,9.21875,-0.078125,-10.1211,89.2285
8.9600e-04,9.72266,-0.488281,-10.2266,90.4199
9.0400e-04,9.40625,-0.417969,-10.1133,90.1172
9.1200e-04,9.4375,-0.09375,-10.2139,89.9219
9.2000e-04,9.47266,-0.0898438,-10.1309,90.9473
9.2800e-04,9.47656,-0.0625,-10.2275,90.8984
9.3600e-04,9.625,-0.375,-10.21,90.293
9.4400e-04,10.1094,-0.121094,-10.1035,91.1523
9.5200e-04,10.0938,-0.117188,-10.1914,90.0391
9.6000e-04,10.5312,-0.105469,-10.0967,90.3125
9.6800e-04,10.1875,-0.121094,-10.1992,89.1699
9.7600e-04,10.1875,-0.164062,-9.95898,90.1953
9.8400e-04,10.3359,-0.132812,-10.2568,91.123
9.9200e-04,10.3672,-0.128906,-10.1523,90.3125
1.0000e-03,10.4844,-0.5,-10.0488,90.2344
1.0080e-03,10.9414,-0.109375,-10.083,90.1562
1.0160e-03,10.9531,-0.121094,-10.0371,89.0625
1.0240e-03,10.8867,-0.132812,-10.0449,90.8984
1.0320e-03,11.4492,-0.425781,-10.1162,91.1133
1.0400e-03,11.125,-0.125,-10.1299,91.0059
1.0480e-03,11.1133,-0.4375,-10.0234,90.3125
1.0560e-03,11.1641,-0.464844,-10.1172,90.1953
1.0640e-03,11.6328,-0.1875,-10.0078,89.1895
1.0720e-03,11.3438,-0.121094,-9.89648,90.0781
1.0800e-03,11.7656,-0.519531,-9.99121,90.1172
1.0880e-03,11.7695,-0.476562,-10.083,90.2734
1.0960e-03,11.8711,-0.4375,-9.84863,90.1953
1.1040e-03,11.9219,-0.128906,-9.95703,89.1992
1.1120e-03,11.9688,-0.195312,-9.97656,90.3516
1.1200e-03,12.1094,-0.109375,-9.9248,90.8398
1.1280e-03,12.1953,-0.480469,-9.94727,89.9609
1.1360e-03,12.1875,-0.15625,-9.85742,90.3516
1.1440e-03,12.207,-0.09375,-9.75781,90
1.1520e-03,12.293,-0.136719,-9.91504,89.1992
1.1600e-03,12.7031,-0.132812,-9.80566,89.9609
1.1680e-03,12.7539,-0.121094,-9.79883,90.2344
1.1760e-03,12.4336,-0.136719,-9.91309,89.1309
1.1840e-03,12.543,-0.457031,-9.79492,90.332
1.1920e-03,13.0156,-0.121094,-9.68066,90.918
1.2000e-03,13.0625,-0.144531,-9.85938,90.2344
1.2080e-03,13.1367,0,-9.76563,90.0391
1.2160e-03,13.1914,-0.078125,-9.78027,90.2734
1.2240e-03,13.1914,-0.109375,-9.66406,90.166
1.2320e-03,13.5898,-0.0625,-9.84082,90.2734
1.2400e-03,13.2773,-0.109375,-9.62207,91.0547
1.2480e-03,13.7383,-0.441406,-9.71777,90.3711
1.2560e-03,13.9023,-0.121094,-9.83203,90.9668
1.2640e-03,13.8672,-0.09375,-9.71094,90.3125
1.2720e-03,13.9258,-0.121094,-9.80273,90.1562
1.2800e-03,14,-0.398438,-9.80859,90.1562
1.2880e-03,14.0781,-0.046875,-9.60645,89.0918
1.2960e-03,14.1641,-0.472656,-9.67578,90.2344
1.3040e-03,14.1602,-0.125,-9.69727,90.2344
1.3120e-03,14.6133,-0.0742188,-9.69238,89.1016
1.3200e-03,14.6875,0.273438,-9.53516,89.8828
1.3280e-03,14.6641,-0.046875,-9.61816,90.3613
1.3360e-03,14.418,-0.09375,-9.53125,90.0391
1.3440e-03,14.8203,-0.109375,-9.63867,90.0781
1.3520e-03,14.8867,-0.078125,-9.61035,89.9219
1.3600e-03,15.0625,-0.113281,-9.53027,90.1172
1.3680e-03,15.0977,-0.109375,-9.51953,90.2734
1.3760e-03,15.1367,-0.480469,-9.50391,90.1172
1.3840e-03,15.1758,-0.472656,-9.5332,89.3262
1.3920e-03,15.582,-0.136719,-9.4668,90.1953
1.4000e-03,15.6328,-0.078125,-9.52344,90.3418
1.4080e-03,15.7617,-0.121094,-9.3584,89.8828
1.4160e-03,15.4492,-0.457031,-9.39746,90.0391
1.4240e-03,15.4961,-0.121094,-9.46191,90.2344
1.4320e-03,15.8789,-0.140625,-9.45801,90.1953
1.4400e-03,15.9844,-0.128906,-9.4082,90.2344
1.4480e-03,16.0469,-0.109375,-9.43359,90.0781
1.4560e-03,16.1562,-0.109375,-9.42578,90.0391
1.4640e-03,16.168,-0.132812,-9.33789,90.9668
1.4720e-03,16.2266,-0.523438,-9.27637,90.293
1.4800e-03,16.625,-0.109375,-9.18457,90.332
1.4880e-03,16.668,-0.09375,-9.27637,90.1562
1.4960e-03,16.3906,-0.167969,-9.28027,89.1504
1.5040e-03,16.4531,-0.121094,-9.26953,90.0781
1.5120e-03,16.8281,-0.492188,-9.2998,90.9082
1.5200e-03,16.5586,-0.121094,-9.24219,89.082
1.5280e-03,16.9258,0,-9.16211,91.1523
1.5360e-03,17.0469,0.222656,-9.32617,90.0391
1.5440e-03,17.0938,-0.128906,-9.29785,90.9277
1.5520e-03,16.707,-0.140625,-9.11719,90.1953
1.5600e-03,17.2734,-0.121094,-8.99219,91.2988
1.5680e-03,17.1836,-0.109375,-9.07422,90.1172
1.5760e-03,17.3164,-0.105469,-9.08008,90.0391
1.5840e-03,17,-0.046875,-9.08398,90.8594
1.5920e-03,17.3594,-0.503906,-9.17285,89.9219
1.6000e-03,17.4258,-0.121094,-9.16016,89.1797
1.6080e-03,17.8633,-0.125,-9.23242,90.1953
1.6160e-03,17.918,-0.121094,-9.03906,89.8828
1.6240e-03,18.0469,-0.136719,-9.03613,90.1953
1.6320e-03,18.1094,-0.09375,-9.03027,89.8828
1.6400e-03,18.0469,-0.121094,-9.00586,91.1133
1.6480e-03,18.125,-0.09375,-9.01465,90.2734
1.6560e-03,18.5195,-0.121094,-9.0918,90.0781
1.6640e-03,18.2227,-0.078125,-8.95898,90.0781
1.6720e-03,18.3672,-0.125,-8.88379,90.2344
1.6800e-03,18.6484,-0.046875,-8.88281,89.1211
1.6880e-03,18.4102,-0.511719,-8.83203,90.3125
1.6960e-03,18.3945,-0.128906,-8.94043,90.1172
1.7040e-03,18.8398,-0.132812,-8.95117,89.2676
1.7120e-03,18.9102,-0.121094,-8.79785,90.2734
1.7200e-03,18.8906,-0.519531,-8.72266,90.1172
1.7280e-03,19.0312,-0.109375,-8.79102,90.9473
1.7360e-03,19.0781,-0.078125,-8.78027,90.0391
1.7440e-03,19.1641,-0.121094,-8.86035,89.9609
1.7520e-03,19.1641,-0.414062,-8.73828,90.1562
1.7600e-03,19.207,-0.449219,-8.86035,90.9961
1.7680e-03,18.918,-0.128906,-8.73828,91.0352
1.7760e-03,19.2266,-0.09375,-8.75781,90.3125
1.7840e-03,19.4023,-0.109375,-8.78125,90.2344
1.7920e-03,19.4062,-0.46875,-8.70117,90.0781
1.8000e-03,19.8242,-0.09375,-8.71875,89.2187
1.8080e-03,19.5117,-0.136719,-8.59961,90
1.8160e-03,20.3125,-0.105469,-8.58496,90.1953
1.8240e-03,19.543,0.261719,-8.61035,90.3125
1.8320e-03,20.3867,-0.402344,-8.56641,90
1.8400e-03,20.125,-0.382812,-8.5752,90.1953
1.8480e-03,19.7695,-0.132812,-8.69141,89.6973
1.8560e-03,19.7227,-0.0625,-8.52734,89.1895
1.8640e-03,20.1562,-0.125,-8.62012,90.0391
1.8720e-03,20.2578,-0.136719,-8.53027,90.3125
1.8800e-03,20.3164,-0.121094,-8.60059,90.0781
1.8880e-03,20.4102,-0.09375,-8.52148,90.1562
1.8960e-03,20.832,-0.109375,-8.57617,90.9082
1.9040e-03,20.8711,0.347656,-8.46191,90.3613
1.9120e-03,20.8555,-0.121094,-8.47656,90.0391
1.9200e-03,20.8828,-0.121094,-8.35059,91.2305
1.9280e-03,20.9375,-0.0625,-8.6543,91.2305
1.9360e-03,20.9844,-0.109375,-8.5459,90.1953
1.9440e-03,20.7188,-0.0625,-8.21387,90.1562
1.9520e-03,21.1484,-0.136719,-8.39941,89.873
1.9600e-03,21.1602,0,-8.33008,90.0781
1.9680e-03,21.1914,-0.121094,-8.34082,89.9219
1.9760e-03,21.1367,-0.136719,-8.25391,91.2695
1.9840e-03,21.3086,-0.09375,-8.25781,90
1.9920e-03,21.7734,-0.046875,-8.37598,89.1113
2.0000e-03,21.8633,-0.136719,-8.21094,90.1953
2.0080e-03,21.7891,0.28125,-8.32129,90
2.0160e-03,21.8477,-0.109375,-8.33203,90.3027
2.0240e-03,21.582,-0.09375,-8.20801,90.2344
2.0320e-03,22.0156,-0.03125,-8.08008,90.3906
2.0400e-03,22.0938,-0.121094,-8.06348,90.1953
2.0480e-03,22.1328,-0.0625,-8.17969,89.9609
2.0560e-03,22.1367,-0.0625,-8.05566,90.3125
2.0640e-03,22.5859,0,-8.04395,89.0527
2.0720e-03,22.1562,-0.0625,-7.93945,91.0742
2.0800e-03,22.2852,-0.375,-8.12207,90.3125
2.0880e-03,22.7891,-0.125,-8.15039,90
2.0960e-03,22.7578,-0.0625,-8.00391,90.3125
2.1040e-03,22.7773,-0.03125,-8.09668,91.3086
2.1120e-03,22.8555,-0.136719,-8.16406,90.1172
2.1200e-03,22.8945,-0.0625,-7.88965,90.0391
2.1280e-03,22.9219,-0.109375,-7.86816,91.2695
2.1360e-03,23.0625,-0.121094,-7.85938,91.0937
2.1440e-03,23.0625,-0.078125,-7.83984,90.2734
2.1520e-03,23.1445,-0.105469,-7.95508,89.9219
2.1600e-03,23.1406,-0.109375,-7.88184,90.1953
2.1680e-03,23.1758,0.28125,-7.80566,91.1328
2.1760e-03,23.2305,-0.015625,-7.77637,91.1133
2.1840e-03,23.2266,-0.125,-7.89063,89.2969
2.1920e-03,23.6328,-0.015625,-7.77734,89.9219
2.2000e-03,23.7617,-0.078125,-7.81934,90.3125
2.2080e-03,23.7773,0.351562,-7.74609,90.0781
2.2160e-03,23.4922,-0.015625,-7.71875,90.0391
2.2240e-03,23.8789,-0.492188,-7.72363,90.8789
2.2320e-03,23.8398,-0.414062,-7.66895,90.3711
2.2400e-03,23.9219,-0.0625,-7.77051,89.0918
2.2480e-03,23.9844,-0.09375,-7.68848,91.1426
2.2560e-03,23.707,-0.078125,-7.5498,90.3418
2.2640e-03,24.1367,0.289062,-7.44922,90.0781
2.2720e-03,23.6914,-0.015625,-7.51465,90.2734
2.2800e-03,24.207,-0.109375,-7.5459,90.3516
2.2880e-03,24.5664,-0.03125,-7.71973,90.1562
2.2960e-03,24.6016,-0.09375,-7.48438,89.1113
2.3040e-03,24.6328,-0.410156,-7.49609,90.1953
2.3120e-03,24.6289,-0.046875,-7.56934,90.332
2.3200e-03,24.4023,-0.15625,-7.55664,90.2734
2.3280e-03,24.8203,-0.121094,-7.46875,90.1953
2.3360e-03,24.4883,-0.09375,-7.45801,90.1953
2.3440e-03,24.9062,0,-7.3457,90.9277
2.3520e-03,24.5664,-0.121094,-7.42578,90.1562
2.3600e-03,25.0312,-0.378906,-7.40918,89.4629
2.3680e-03,25.0625,-0.0625,-7.50781,90.1953
2.3760e-03,25.0469,-0.078125,-7.19824,90.3418
2.3840e-03,25.1094,-0.0625,-7.37402,90.1172
2.3920e-03,25.1367,-0.046875,-7.21289,90.1562
2.4000e-03,25.1797,-0.363281,-7.25391,90.1562
2.4080e-03,25.1406,-0.09375,-7.22656,90.0781
2.4160e-03,25.2188,-0.09375,-7.30566,90.3809
2.4240e-03,25.2852,-0.0625,-7.19531,90.3125
2.4320e-03,25.3086,0.359375,-7.08594,90.2441
2.4400e-03,25.7148,-0.078125,-7.16309,89.9219
2.4480e-03,25.8125,-0.121094,-7.15234,91.0254
2.4560e-03,25.8555,-0.015625,-6.96094,91.0547
2.4640e-03,25.8789,-0.0625,-7.0332,90.2734
2.4720e-03,25.8633,-0.128906,-7.03223,89.0918
2.4800e-03,25.9688,-0.480469,-7.01563,90.3125
2.4880e-03,26.0312,0.304688,-7.12207,89.1309
2.4960e-03,26.0625,-0.046875,-6.96191,90.2734
2.5040e-03,25.9531,-0.09375,-6.86035,90
2.5120e-03,26.1094,-0.046875,-7.01563,90.3613
2.5200e-03,26.1055,0.015625,-6.95117,90.0781
2.5280e-03,26.1758,-0.378906,-6.95508,90.3027
2.5360e-03,26.1602,0.109375,-6.78906,89.375
2.5440e-03,26.1914,0,-6.875,90.2734
2.5520e-03,26.3359,-0.046875,-6.88672,90.3516
2.5600e-03,26.7617,-0.109375,-6.66113,90.1562
2.5680e-03,26.4141,-0.371094,-6.77246,91.0156
2.5760e-03,26.4258,-0.128906,-6.65234,90.2344
2.5840e-03,26.8242,-0.0625,-6.65039,90.8984
2.5920e-03,26.8945,-0.015625,-6.71289,91.0742
2.6000e-03,26.8789,0,-6.88379,90.2734
2.6080e-03,27.0938,-0.078125,-6.67383,91.2109
2.6160e-03,27.0938,-0.046875,-6.68066,90.0391
2.6240e-03,27.0312,0.375,-6.66602,89.9219
2.6320e-03,27.1367,-0.09375,-6.58203,90.0391
2.6400e-03,27.6016,0,-6.57617,90.3125
2.6480e-03,27.6016,0.03125,-6.45117,90.2832
2.6560e-03,27.2695,-0.046875,-6.60938,89.8047
2.6640e-03,27.2891,-0.046875,-6.49219,90.4297
2.6720e-03,27.7305,-0.03125,-6.49219,90.2344
2.6800e-03,27.2891,-0.386719,-6.46191,90.0781
2.6880e-03,27.8516,-0.394531,-6.46094,90.3613
2.6960e-03,27.4414,-0.125,-6.4541,90.1562
2.7040e-03,27.8789,-0.0625,-6.53613,90.2734
2.7120e-03,27.5078,-0.03125,-6.33203,90.2344
2.7200e-03,28.0312,-0.0625,-6.39941,90.2734
2.7280e-03,28.125,-0.386719,-6.2959,91.0547
2.7360e-03,28.1133,-0.425781,-6.15234,90.0391
2.7440e-03,28.1094,-0.078125,-6.18164,90
2.7520e-03,28.5703,-0.015625,-6.43164,90.3125
2.7600e-03,28.6445,-0.0625,-6.1709,90.3125
2.7680e-03,28.2539,-0.046875,-6.15332,90
2.7760e-03,28.2773,0.03125,-6.30273,89.1699
2.7840e-03,28.3984,-0.09375,-6.08984,89.1602
2.7920e-03,28.8125,0,-6.0918,90.9277
2.8000e-03,28.875,-0.375,-6.0957,90.8105
2.8080e-03,28.8555,-0.09375,-5.96777,90
2.8160e-03,29.3242,-0.046875,-6.17383,90.2734
2.8240e-03,28.9219,-0.015625,-6.03516,90.3418
2.8320e-03,29.0625,0.375,-5.92969,89.1895
2.8400e-03,29.1211,-0.03125,-6.20801,90.1953
2.8480e-03,29.1211,-0.121094,-5.95508,91.123
2.8560e-03,29.207,0.015625,-5.96387,90.0391
2.8640e-03,29.6367,0.03125,-5.91895,90.3418
2.8720e-03,29.3164,-0.046875,-5.85938,91.0547
2.8800e-03,29.7734,-0.117188,-5.72656,90.1562
2.8880e-03,29.7656,-0.03125,-5.9043,91.2305
2.8960e-03,29.8047,-0.0625,-5.71484,90.3809
2.9040e-03,29.5352,-0.410156,-5.80469,90.3613
2.9120e-03,29.8789,-0.0625,-5.87207,89.1602
2.9200e-03,29.9844,-0.421875,-5.8418,90
2.9280e-03,30.0938,-0.015625,-5.62598,91.1328
2.9360e-03,30.0977,-0.09375,-5.72656,91.123
2.9440e-03,30.1445,-0.09375,-5.70996,90.3516
2.9520e-03,30.5625,0,-5.48242,90.1172
2.9600e-03,30.3125,0.125,-5.53027,90.3125
2.9680e-03,30.3633,0.046875,-5.65137,90.0391
2.9760e-03,30.4023,-0.046875,-5.59277,90.1562
2.9840e-03,30.3359,-0.046875,-5.42188,90.3418
2.9920e-03,30.7695,-0.046875,-5.62305,91.1523
3.0000e-03,30.4883,0.34375,-5.47266,90.3906
3.0080e-03,30.8555,-0.136719,-5.55273,89.9219
3.0160e-03,30.4961,-0.109375,-5.36133,90.0781
3.0240e-03,30.8477,-0.015625,-5.43945,89.209
3.0320e-03,30.9688,-0.371094,-5.43555,90.3125
3.0400e-03,31.1094,0.109375,-5.41016,90.1953
3.0480e-03,31.1328,-0.046875,-5.27734,90.1172
3.0560e-03,31.125,-0.046875,-5.18945,90.3125
3.0640e-03,31.125,0.078125,-5.47363,90.1172
3.0720e-03,31.2148,-0.03125,-5.33301,90.2734
3.0800e-03,31.6172,0.015625,-5.26953,89.8828
3.0880e-03,31.6641,-0.0625,-5.30664,90.2734
3.0960e-03,31.7656,0.03125,-5.22168,90.1953
3.1040e-03,31.7422,0.316406,-5.27148,90.2441
3.1120e-03,31.7969,0.371094,-5.09766,90.2344
3.1200e-03,31.8477,0.015625,-5.14648,90.1562
3.1280e-03,31.4492,0.078125,-5.07227,89.1992
3.1360e-03,31.875,-0.015625,-5.02832,90.2734
3.1440e-03,31.8477,-0.09375,-5.02539,90.3125
3.1520e-03,31.9688,-0.371094,-5.00781,90.1465
3.1600e-03,31.9375,-0.109375,-5.06348,89.9609
3.1680e-03,32,-0.03125,-4.96094,90.9961
3.1760e-03,32.0156,0.347656,-5.04004,90.2734
3.1840e-03,32.1094,0.015625,-4.9375,90.2344
3.1920e-03,32.1367,-0.046875,-4.83008,90.1172
3.2000e-03,32.5234,0.0625,-4.87793,90.3516
3.2080e-03,32.5156,0.046875,-4.76465,89.1895
3.2160e-03,32.2109,-0.347656,-4.88574,90.1172
3.2240e-03,32.1172,0.046875,-4.56152,90.3125
3.2320e-03,32.6992,-0.046875,-4.73047,91.123
3.2400e-03,32.2227,-0.046875,-4.70996,90.2344
3.2480e-03,32.6172,0,-4.79688,89.9219
3.2560e-03,32.3711,-0.0625,-4.5918,90.3125
3.2640e-03,32.3555,-0.03125,-4.48828,91.0059
3.2720e-03,32.2227,0.015625,-4.65332,90.2344
3.2800e-03,32.707,0,-4.55566,90.3125
3.2880e-03,32.3828,-0.0625,-4.52637,90.9766
3.2960e-03,32.3906,0.335938,-4.6875,91.0059
3.3040e-03,32.8594,0.355469,-4.4375,90.3223
3.3120e-03,32.8438,-0.046875,-4.57129,90.2344
3.3200e-03,32.8555,0.0625,-4.5752,90.0781
3.3280e-03,32.9062,-0.03125,-4.42969,90.2832
3.3360e-03,32.9062,-0.367188,-4.33398,90.2344
3.3440e-03,32.8633,-0.015625,-4.25391,90.0781
3.3520e-03,32.9375,-0.03125,-4.28906,90.2734
3.3600e-03,32.6523,0.015625,-4.28418,90.2148
3.3680e-03,32.6367,-0.03125,-4.1875,89.4824
3.3760e-03,33.0156,0.347656,-4.27637,90
3.3840e-03,32.9375,0.109375,-4.25,89.2871
3.3920e-03,33.0938,0,-4.35547,91.2402
3.4000e-03,33.1328,-0.109375,-4.19043,90.293
3.4080e-03,33.0938,0.40625,-4.20801,90.1562
3.4160e-03,33.1445,-0.015625,-4.15039,89.2969
3.4240e-03,33.1523,0.015625,-4.0918,91.0352
3.4320e-03,33.5508,0.078125,-4.0459,89.248
3.4400e-03,33.1406,0.015625,-4.01465,91.1914
3.4480e-03,33.5781,0.363281,-4.08496,90.0391
3.4560e-03,33.2383,0.125,-4.09082,90.9082
3.4640e-03,33.6172,0.0625,-4.1748,89.1211
3.4720e-03,33.6367,0.125,-3.96777,90.2734
3.4800e-03,33.2773,0.046875,-3.86328,90.3711
3.4880e-03,33.6367,0.308594,-3.84961,91.0937
3.4960e-03,33.7578,0.015625,-3.81445,90
3.5040e-03,33.3359,0.078125,-3.7959,90.3027
3.5120e-03,33.3594,0.078125,-3.77344,90.2734
3.5200e-03,33.7617,0.015625,-3.77246,91.3086
3.5280e-03,33.8008,-0.367188,-3.63184,90.3125
3.5360e-03,33.8203,-0.109375,-3.76855,90.2344
3.5440e-03,33.7812,0.0625,-3.71777,90.3711
3.5520e-03,33.8359,0,-3.82715,90.3125
3.5600e-03,33.8672,-0.015625,-3.69141,91.2891
3.5680e-03,33.8672,0.140625,-3.66504,90.1172
3.5760e-03,33.875,0.0625,-3.65234,89.3359
3.5840e-03,33.8906,0.078125,-3.73438,90.4199
3.5920e-03,33.5742,-0.316406,-3.40332,90.1562
3.6000e-03,34.0312,-0.046875,-3.40723,90.1953
3.6080e-03,33.9844,0.078125,-3.58105,90.3418
3.6160e-03,34.0469,0.0625,-3.46191,90.2734
3.6240e-03,34.1094,0.015625,-3.28516,89.3457
3.6320e-03,34.1289,0.0625,-3.35742,92.002
3.6400e-03,34.1094,0.078125,-3.1123,90.4102
3.6480e-03,34.5273,0.09375,-3.42285,90.3418
3.6560e-03,34.1641,0.015625,-3.46484,90.1562
3.6640e-03,34.6016,-0.03125,-3.3877,89.2578
3.6720e-03,34.6016,0.03125,-3.24609,91.377
3.6800e-03,34.5977,-0.046875,-3.34668,90.293
3.6880e-03,34.6875,-0.359375,-3.30176,90.0781
3.6960e-03,34.6914,0.09375,-3.21875,90.918
3.7040e-03,34.6875,0.0625,-3.17578,90.1953
3.7120e-03,34.8633,0.015625,-3.2168,90.9863
3.7200e-03,34.7031,0.078125,-3.1416,89.2578
3.7280e-03,34.8398,0.078125,-3.12207,90.2344
3.7360e-03,34.4453,0.03125,-3.10645,90.1562
3.7440e-03,34.8945,0,-3.01172,90.3516
3.7520e-03,34.9219,0.078125,-2.88086,91.3477
3.7600e-03,34.8789,0.0625,-2.9541,89.2578
3.7680e-03,35.0312,0.03125,-2.96094,90.2734
3.7760e-03,35.0781,0.109375,-2.9502,90.3125
3.7840e-03,35,0.015625,-2.92383,91.0547
3.7920e-03,35.1367,0.046875,-2.85742,91.1914
3.8000e-03,35.1406,0,-2.78906,89.4238
3.8080e-03,35.125,0.09375,-2.77246,90.2734
3.8160e-03,35.1445,0.078125,-2.7666,90.3418
3.8240e-03,35.5898,0.0625,-2.72656,90.9082
3.8320e-03,35.1445,0.015625,-2.71289,90.1562
3.8400e-03,35.6133,0.078125,-2.57617,90.3125
3.8480e-03,35.6172,0.046875,-2.51465,90.9277
3.8560e-03,35.2969,0.0625,-2.46973,90.2637
3.8640e-03,35.3047,0.109375,-2.6543,90.4395
3.8720e-03,35.8438,0.125,-2.51758,90.2539
3.8800e-03,35.3828,0.125,-2.5293,90.2734
3.8880e-03,35.8711,0.0625,-2.39258,90.1562
3.8960e-03,35.8359,0.0625,-2.57031,89.3848
3.9040e-03,35.8555,0.125,-2.34668,89.3848
3.9120e-03,35.8945,0.09375,-2.41602,90.0781
3.9200e-03,35.8906,0.421875,-2.43164,90.3711
3.9280e-03,35.9062,0,-2.38867,88.9355
3.9360e-03,36.0156,0.0625,-2.29102,89.2969
3.9440e-03,35.6289,0.0898438,-2.27246,91.1133
3.9520e-03,36.3711,0.5,-2.28027,91.2305
3.9600e-03,35.9688,0.078125,-2.35938,91.2402
3.9680e-03,36.0781,0.109375,-2.20801,90.4492
3.9760e-03,36.125,0.355469,-2.2041,90.3516
3.9840e-03,36.1367,0.128906,-2.12305,90.332
3.9920e-03,36.0781,0.078125,-2.16895,90.2734
4.0000e-03,36.5703,-0.304688,-1.98145,90.3711
4.0080e-03,36.5547,0.09375,-2.07031,90.3516
4.0160e-03,36.1797,0.0625,-2.02051,90.0391
4.0240e-03,36.1875,0.015625,-2.1123,90.3223
4.0320e-03,36.6211,0.046875,-1.95117,90.1562
4.0400e-03,36.668,0.015625,-1.96875,89.9219
4.0480e-03,36.7148,0.453125,-1.79297,90.2734
4.0560e-03,36.6367,0.371094,-1.91309,91.3086
4.0640e-03,36.2852,0.078125,-1.91504,90.2734
4.0720e-03,36.6797,-0.332031,-1.81152,90.2734
4.0800e-03,36.3555,0.09375,-1.86816,90.1953
4.0880e-03,36.3516,0.0625,-1.67969,89.1797
4.0960e-03,36.7656,0.125,-1.86426,90.3125
4.1040e-03,36.4023,0.125,-1.63477,89.2969
4.1120e-03,36.8516,-0.015625,-1.69922,90.3613
4.1200e-03,36.4609,-0.015625,-1.76855,90.2441
4.1280e-03,36.8672,0.046875,-1.58008,90.3613
4.1360e-03,36.8008,0.09375,-1.74805,90.2832
4.1440e-03,36.8789,0.132812,-1.6377,90.3711
4.1520e-03,36.8711,0.421875,-1.41699,90.1953
4.1600e-03,36.5898,0.125,-1.68652,90.3125
4.1680e-03,36.9688,0.09375,-1.56836,90.3125
4.1760e-03,36.9062,0.03125,-1.48047,90.8984
4.1840e-03,36.9375,0.125,-1.46191,90.293
4.1920e-03,36.8516,0.046875,-1.42188,90.2734
4.2000e-03,36.6328,0.460938,-1.33398,90.2344
4.2080e-03,37.0312,0.113281,-1.33203,90.2734
4.2160e-03,37.375,0.03125,-1.27734,91.0645
4.2240e-03,37.0781,0.113281,-1.16016,90.3027
4.2320e-03,37,0.144531,-1.26953,91.1719
4.2400e-03,37.0312,0.109375,-1.27246,90.1172
4.2480e-03,37.0469,0.0625,-1.30762,90.2344
4.2560e-03,37.1211,-0.296875,-1.29102,90.2734
4.2640e-03,37.125,0.140625,-1.07813,90.3906
4.2720e-03,37.4336,0.015625,-1.24805,90.1953
4.2800e-03,37.1484,0.117188,-1.04395,90.2734
4.2880e-03,37.1523,0.09375,-1.04297,89.3555
4.2960e-03,37.1719,0.109375,-0.788086,90.3125
4.3040e-03,37.5703,0.378906,-1.09961,90.1953
4.3120e-03,37.1875,0.125,-0.875,91.1133
4.3200e-03,37.1758,0.0625,-0.9375,90.0391
4.3280e-03,37.5898,0.140625,-0.951172,91.1719
4.3360e-03,37.5977,0.171875,-0.923828,90.2734
4.3440e-03,37.1758,0.136719,-0.794922,91.1816
4.3520e-03,37.2812,0.0625,-0.897461,90.1172
4.3600e-03,37.2734,0.15625,-0.787109,90.4004
4.3680e-03,37.6094,0.125,-0.726563,90.2734
4.3760e-03,37.3008,0.117188,-0.734375,90.1953
4.3840e-03,37.2656,0.125,-0.676758,90.2344
4.3920e-03,37.7148,0.136719,-0.697266,90.3125
4.4000e-03,37.2773,0.148438,-0.473633,90.4297
4.4080e-03,37.3438,0.125,-0.657227,89.1797
4.4160e-03,37.3086,0.160156,-0.603516,90.1953
4.4240e-03,37.4219,0.109375,-0.525391,90.1953
4.4320e-03,37.8047,0.140625,-0.608398,90.3125
4.4400e-03,37.8633,0.179688,-0.393555,89.1895
4.4480e-03,37.793,0.125,-0.455078,89.0723
4.4560e-03,37.4375,0.160156,-0.547852,91.1621
