Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.01,,,
Sample Interval,8e-06,,,
Filter Frequency,1e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,20,20,10,100
Vertical Units,V,V,A,V
Vertical Offset,0,0,0,0
Vertical Scale,20,20,5,50
Label,,,,
TIME,CH1,CH2,CH3,CH4
-6.9944e-02,1.75,2.09375,10.7061,89.2285
-6.9936e-02,1.17969,2.01562,10.6045,90.9961
-6.9928e-02,1.46484,2.01562,10.5996,90.1562
-6.9920e-02,1.10938,2.01562,10.6006,89.8828
-6.9912e-02,1.47656,1.65625,10.5928,90.1562
-6.9904e-02,1.09375,2.04688,10.4873,90.3125
-6.9896e-02,0.984375,1.96875,10.6973,90.9863
-6.9888e-02,0.90625,1.95312,10.7832,90.2344
-6.9880e-02,0.863281,2.03125,10.71,90.0391
-6.9872e-02,1.16016,1.92188,10.582,90.1953
-6.9864e-02,0.78125,1.95312,10.7207,89.2383
-6.9856e-02,0.339844,1.87109,10.6963,90.3516
-6.9848e-02,0.269531,2.01562,10.6025,91.0254
-6.9840e-02,0.597656,2.0625,10.7158,91.1133
-6.9832e-02,0.582031,1.87891,10.5869,89.9219
-6.9824e-02,0.117188,1.96875,10.6758,90.1172
-6.9816e-02,0.015625,1.89062,10.752,89.1992
-6.9808e-02,-0.046875,2,10.6816,89.8828
-6.9800e-02,0.296875,2.01562,10.792,90.2344
-6.9792e-02,-0.136719,2.04688,10.6816,89.0918
-6.9784e-02,0.230469,2.4375,10.5889,90.0781
-6.9776e-02,-0.160156,1.96875,10.5156,91.0352
-6.9768e-02,-0.273438,2.07812,10.6523,90.3125
-6.9760e-02,-0.398438,1.625,10.4668,90.2344
-6.9752e-02,-0.789062,1.95312,10.6758,90.9473
-6.9744e-02,-1.18359,1.96875,10.6572,91.0742
-6.9736e-02,-0.921875,2,10.6504,89.9609
-6.9728e-02,-0.90625,2.01562,10.6641,90.0781
-6.9720e-02,-0.984375,2.03125,10.3662,90
-6.9712e-02,-1.125,1.92188,10.6689,90.0781
-6.9704e-02,-1.47656,2.01562,10.5771,90.9961
-6.9696e-02,-1.19141,2.03125,10.5508,89.9609
-6.9688e-02,-1.3125,1.96875,10.627,90.1953
-6.9680e-02,-1.375,2.04688,10.6445,90.1172
-6.9672e-02,-1.38281,1.96875,10.5342,90.2344
-6.9664e-02,-1.84375,2.03125,10.6631,90.1953
-6.9656e-02,-1.89844,1.98438,10.6758,89.1992
-6.9648e-02,-1.91406,1.66797,10.6396,90.1953
-6.9640e-02,-2.04688,1.9375,10.6309,89.1797
-6.9632e-02,-2.07812,1.625,10.4248,90
-6.9624e-02,-1.73047,1.98438,10.5498,90.0391
-6.9616e-02,-2.19531,1.9375,10.3857,90.3125
-6.9608e-02,-2.1875,1.9375,10.6172,90
-6.9600e-02,-2.75391,1.96875,10.6387,89.1016
-6.9592e-02,-2.39453,1.88672,10.5186,90.3516
-6.9584e-02,-2.92188,2.03125,10.4277,90.9375
-6.9576e-02,-2.48438,1.95312,10.5156,90.1953
-6.9568e-02,-3.01562,1.9375,10.416,89.8437
-6.9560e-02,-3.0625,2.10938,10.5391,90.0391
-6.9552e-02,-3.15234,1.90625,10.6064,90.1562
-6.9544e-02,-3.16016,1.95312,10.6006,90.3516
-6.9536e-02,-3.17578,1.98438,10.4961,89.4238
-6.9528e-02,-3.28906,2.04688,10.5254,90.1562
-6.9520e-02,-3.74219,1.64844,10.4629,90.1953
-6.9512e-02,-3.41016,1.98438,10.5156,90.0391
-6.9504e-02,-3.84375,2,10.4629,90.1953
-6.9496e-02,-3.86719,1.95312,10.5713,89.9609
-6.9488e-02,-3.98438,2.03125,10.3545,89.1699
-6.9480e-02,-4.43359,1.96875,10.5928,90.0391
-6.9472e-02,-4.12109,1.55469,10.4873,89.1113
-6.9464e-02,-4.51953,1.90625,10.4805,91.0352
-6.9456e-02,-4.16797,2.32031,10.4795,90.2344
-6.9448e-02,-4.69922,1.9375,10.4414,90.0391
-6.9440e-02,-4.74219,1.98438,10.376,90.9277
-6.9432e-02,-4.48047,2.03125,10.458,90.2344
-6.9424e-02,-4.86719,2.04688,10.4658,90.1953
-6.9416e-02,-5.01562,1.95312,10.459,89.9219
-6.9408e-02,-4.95312,1.66406,10.5479,90.293
-6.9400e-02,-5.15234,1.98438,10.4277,88.9551
-6.9392e-02,-4.74609,2.0625,10.3564,90.2344
-6.9384e-02,-5.16406,2.04688,10.4033,90.1953
-6.9376e-02,-5.64062,1.9375,10.2236,90.8789
-6.9368e-02,-5.35938,2.03125,10.5059,90.1953
-6.9360e-02,-5.41016,2.03125,10.3252,89.8828
-6.9352e-02,-5.85547,1.61328,10.4238,90.1953
-6.9344e-02,-5.92188,1.95312,10.3916,90.3809
-6.9336e-02,-5.86719,2,10.5078,90.1172
-6.9328e-02,-6,1.67578,10.3877,90.1562
-6.9320e-02,-6.09375,2.09375,10.207,90.2344
-6.9312e-02,-6.14453,2,10.2539,89.8828
-6.9304e-02,-6.17578,1.875,10.2959,90.9766
-6.9296e-02,-6.57031,1.90625,10.3926,89.248
-6.9288e-02,-6.20703,1.92578,10.3525,89.1895
-6.9280e-02,-6.77734,1.96875,10.46,89.8828
-6.9272e-02,-6.45312,2.01562,10.3555,90.918
-6.9264e-02,-6.91797,2.0625,10.2734,89.6875
-6.9256e-02,-6.55859,1.96875,10.3291,90.2344
-6.9248e-02,-6.92188,2.03125,10.3486,91.2109
-6.9240e-02,-7.09375,1.95312,10.3633,90.1953
-6.9232e-02,-6.68359,1.9375,10.3174,90.0781
-6.9224e-02,-7.14844,1.62109,10.2187,90.1953
-6.9216e-02,-7.19922,1.96875,10.2197,90.1562
-6.9208e-02,-7.58203,2,10.1182,89.9219
-6.9200e-02,-7.25391,1.95312,10.1992,90.1953
-6.9192e-02,-7.40234,2.03125,10.1885,90.0781
-6.9184e-02,-7.42969,1.61328,10.1992,90
-6.9176e-02,-7.85938,1.92188,10.0811,90.2734
-6.9168e-02,-7.875,1.90625,10.3975,91.0059
-6.9160e-02,-7.92188,2.04688,10.1035,90
-6.9152e-02,-7.98438,1.9375,10.084,90.8105
-6.9144e-02,-7.72266,1.98438,10.1045,88.9746
-6.9136e-02,-8.44922,1.92188,10.1494,90.2734
-6.9128e-02,-8.19531,1.96875,10.0635,90.1562
-6.9120e-02,-8.20312,1.89453,10.1514,90.1172
-6.9112e-02,-8.6875,1.96875,10.0674,90.2734
-6.9104e-02,-8.36719,1.9375,10.0586,90.2734
-6.9096e-02,-8.31641,1.875,10.1035,90.0781
-6.9088e-02,-8.41406,2,9.96289,90.0391
-6.9080e-02,-8.88672,1.95312,10.127,90.0391
-6.9072e-02,-8.51562,2,10.2246,90.1172
-6.9064e-02,-8.9375,1.95312,10.0156,91.0547
-6.9056e-02,-9.16016,1.89062,10.0342,90.0781
-6.9048e-02,-9.14844,2,10.085,90
-6.9040e-02,-9.17188,1.98438,10.0977,90.0781
-6.9032e-02,-9.26562,1.9375,10.0859,89.082
-6.9024e-02,-9.63672,1.86328,10,89.1895
-6.9016e-02,-9.32812,1.95312,10.0654,90.9082
-6.9008e-02,-9.33203,1.96875,9.94727,89.2969
-6.9000e-02,-9.79297,1.95312,9.7959,88.9746
-6.8992e-02,-9.85156,1.96875,9.85937,89.1895
-6.8984e-02,-9.84766,1.98438,10.0615,89.2285
-6.8976e-02,-9.98438,2,10.0352,91.0547
-6.8968e-02,-10,1.98438,9.85059,89.8047
-6.8960e-02,-10.5547,1.91016,9.86621,90.2344
-6.8952e-02,-10.1445,1.95312,9.91602,90.3027
-6.8944e-02,-10.1836,1.95312,10.0039,89.9609
-6.8936e-02,-10.5703,1.98438,9.89355,89.1309
-6.8928e-02,-10.6094,1.95312,9.83691,90.1953
-6.8920e-02,-10.707,1.63281,9.79199,89.8828
-6.8912e-02,-10.4141,1.59766,9.80469,90.1562
-6.8904e-02,-10.8438,1.98438,9.89258,89.1895
-6.8896e-02,-10.8008,1.96875,9.89062,90.9961
-6.8888e-02,-10.9844,1.98438,9.79004,90.0391
-6.8880e-02,-10.9688,2.33984,9.6709,90.293
-6.8872e-02,-11.1016,2.03125,9.88867,89.1699
-6.8864e-02,-11.1094,1.96875,9.74219,89.9609
-6.8856e-02,-11.1758,2.35938,9.74219,90.2832
-6.8848e-02,-11.25,1.59766,9.71973,90.1953
-6.8840e-02,-11.625,2.04688,9.81934,90.2344
-6.8832e-02,-11.3906,1.95312,9.82324,90.8691
-6.8824e-02,-11.8398,2,9.71875,90.1562
-6.8816e-02,-11.875,2.27734,9.70996,90.2344
-6.8808e-02,-11.5156,1.95312,9.58984,90.3613
-6.8800e-02,-11.582,1.92188,9.58984,90.2344
-6.8792e-02,-12.0156,1.89062,9.60254,90.0391
-6.8784e-02,-11.6602,2.0625,9.7168,90.1172
-6.8776e-02,-12.543,2.04688,9.63867,90.2734
-6.8768e-02,-12.5898,2.03125,9.56348,89.2285
-6.8760e-02,-12.6523,1.64844,9.67578,90.2344
-6.8752e-02,-12.7695,1.5625,9.46875,90
-6.8744e-02,-12.7461,1.63672,9.53125,89.1504
-6.8736e-02,-12.8008,1.55859,9.65039,89.0332
-6.8728e-02,-12.5234,2.01562,9.60352,90.1172
-6.8720e-02,-12.9688,1.60938,9.59082,90.0391
-6.8712e-02,-13.0312,1.90625,9.50391,89.2383
-6.8704e-02,-13.125,1.96875,9.42187,90.1953
-6.8696e-02,-12.8125,1.95312,9.56934,89.375
-6.8688e-02,-13.6719,2.03125,9.50879,89.9609
-6.8680e-02,-13.25,1.90625,9.40332,89.2676
-6.8672e-02,-13.3477,1.98438,9.55469,89.8828
-6.8664e-02,-13.8555,2.03125,9.64258,91.1426
-6.8656e-02,-13.8438,2.42188,9.36523,89.2578
-6.8648e-02,-13.9844,1.96875,9.44336,90.0391
-6.8640e-02,-13.9531,1.9375,9.45215,90.3125
-6.8632e-02,-14.0469,1.98438,9.41992,90.1172
-6.8624e-02,-14.1094,2.37109,9.39844,89.1406
-6.8616e-02,-14.5195,1.96875,9.43164,90.1562
-6.8608e-02,-14.1953,1.9375,9.31055,90.2734
-6.8600e-02,-14.2734,1.60938,9.27734,90.0781
-6.8592e-02,-14.3984,1.65625,9.39941,89.1797
-6.8584e-02,-14.8086,2.04688,9.45703,90.1953
-6.8576e-02,-14.4414,2.27734,9.28418,90.3125
-6.8568e-02,-14.8164,2.125,9.25391,90.0391
-6.8560e-02,-14.6055,1.98438,9.33789,90.0781
-6.8552e-02,-15.0859,1.96875,9.35742,89.2383
-6.8544e-02,-15.1172,1.85938,9.33789,89.082
-6.8536e-02,-15.4062,1.58203,9.3584,91.2207
-6.8528e-02,-15.1328,1.88281,9.20215,91.0645
-6.8520e-02,-15.625,1.89062,9.21777,90.332
-6.8512e-02,-15.3828,2.04688,9.18555,90
-6.8504e-02,-15.7344,1.9375,9.2168,89.082
-6.8496e-02,-15.8008,1.63281,9.07422,89.0918
-6.8488e-02,-15.8008,2.03125,9.2002,90.2734
-6.8480e-02,-15.4727,1.9375,9.1875,90.9668
-6.8472e-02,-15.8477,1.98438,9.25684,90.1953
-6.8464e-02,-16.0469,2.03125,9.32715,90.1562
-6.8456e-02,-16.0312,1.58984,9.02637,90.1562
-6.8448e-02,-16.0781,1.87891,9.01562,90.2734
-6.8440e-02,-16.1836,1.92188,9.10742,90.3516
-6.8432e-02,-16.2422,1.96875,9.01562,90.3125
-6.8424e-02,-16.6406,1.9375,9.08789,90.2734
-6.8416e-02,-16.3945,1.95312,8.80469,90.3223
-6.8408e-02,-16.3594,1.9375,8.95996,90.8594
-6.8400e-02,-16.8359,1.87891,8.89062,89.1211
-6.8392e-02,-16.8633,1.95312,8.97754,91.1719
-6.8384e-02,-16.9219,1.87891,8.85254,90.3613
-6.8376e-02,-17.2891,1.58203,9.02734,90.2734
-6.8368e-02,-17.0586,1.95312,8.91406,91.2109
-6.8360e-02,-17.1094,1.92188,8.93164,91.1914
-6.8352e-02,-17.125,1.625,8.74316,90.1172
-6.8344e-02,-17.125,2,8.82422,90.9863
-6.8336e-02,-17.5664,1.9375,8.88867,89.2578
-6.8328e-02,-17.3008,1.90625,8.87988,90.2344
-6.8320e-02,-17.3359,1.95312,8.77344,90.1562
-6.8312e-02,-17.3672,1.89453,8.68945,90.2734
-6.8304e-02,-17.7891,1.92188,8.83301,90.8594
-6.8296e-02,-17.4258,1.96875,8.71191,90.2734
-6.8288e-02,-17.4883,2.01562,8.81445,90.3027
-6.8280e-02,-17.9219,1.58594,8.73828,90.0781
-6.8272e-02,-18.0469,1.62891,8.64355,89.8828
-6.8264e-02,-18.0625,1.96875,8.71582,90.2344
-6.8256e-02,-18.0469,1.89453,8.78906,90.2344
-6.8248e-02,-18.4062,1.89453,8.50293,90.2734
-6.8240e-02,-18.1406,1.9375,8.70117,89.9609
-6.8232e-02,-18.1602,1.60547,8.67676,90
-6.8224e-02,-18.6328,2.03125,8.54199,91.1621
-6.8216e-02,-18.7227,2,8.52832,90.1562
-6.8208e-02,-18.3828,1.87109,8.69629,91.1133
-6.8200e-02,-18.7305,1.56641,8.52734,90.9082
-6.8192e-02,-18.7422,1.60938,8.51855,90
-6.8184e-02,-18.8672,1.90625,8.51074,90.9277
-6.8176e-02,-18.8594,1.88672,8.48828,90.3516
-6.8168e-02,-18.9844,1.87891,8.58594,91.0254
-6.8160e-02,-19.0156,1.92188,8.45605,90.1562
-6.8152e-02,-19.0859,1.92188,8.45508,90
-6.8144e-02,-19.1211,1.9375,8.45996,90.2734
-6.8136e-02,-19.1328,1.95312,8.39551,90.2734
-6.8128e-02,-19.5508,1.9375,8.33691,90.1562
-6.8120e-02,-19.2266,1.98438,8.33887,90.332
-6.8112e-02,-19.3359,1.90625,8.41211,91.2012
-6.8104e-02,-19.7031,1.9375,8.31152,90.1953
-6.8096e-02,-19.7578,1.92188,8.48047,90.1172
-6.8088e-02,-19.3906,1.86328,8.21973,90.3125
-6.8080e-02,-19.8047,1.9375,8.28125,90.0391
-6.8072e-02,-19.8477,1.875,8.24609,90.1953
-6.8064e-02,-19.8906,1.95312,8.25391,91.1719
-6.8056e-02,-20.0312,1.9375,8.21387,89.2187
-6.8048e-02,-20.1289,1.57812,8.21582,90.3125
-6.8040e-02,-20.1172,1.89062,8.22363,90.2344
-6.8032e-02,-20.1484,2.32422,8.2207,90.1172
-6.8024e-02,-20.2109,1.90625,8.25488,90.3125
-6.8016e-02,-20.3633,1.60156,8.17969,90.1562
-6.8008e-02,-20.3047,2.01562,8.07031,90.2734
-6.8000e-02,-20.3672,1.95312,8.04785,90.2344
-6.7992e-02,-20.3789,2.24609,8.15918,90.1953
-6.7984e-02,-20.8359,1.90625,8.06445,90.3418
-6.7976e-02,-20.8906,1.48828,8,89.1406
-6.7968e-02,-21,1.85938,8.22754,90.2734
-6.7960e-02,-20.9844,1.55859,7.93359,90.2344
-6.7952e-02,-20.9688,2.33984,8.08301,90.3223
-6.7944e-02,-21.0898,1.85938,8.02246,90.1953
-6.7936e-02,-21.1211,1.98438,7.85352,91.3379
-6.7928e-02,-21.1484,1.95312,7.96777,90.2734
-6.7920e-02,-21.582,1.90625,8.04883,90.1953
-6.7912e-02,-21.6914,1.89062,7.80762,90.1172
-6.7904e-02,-21.7422,1.96875,7.9082,91.0742
-6.7896e-02,-21.3789,1.98438,7.70605,90.2344
-6.7888e-02,-21.7383,1.92188,7.79102,91.3184
-6.7880e-02,-21.4258,1.98438,7.70117,91.2402
-6.7872e-02,-21.8633,1.9375,7.77734,91.0742
-6.7864e-02,-21.9219,1.87891,7.87305,90.3613
-6.7856e-02,-22.0469,1.89453,7.74219,89.1504
-6.7848e-02,-22.0312,1.54297,7.84668,89.1016
-6.7840e-02,-22.1055,1.87891,7.88379,90.2637
-6.7832e-02,-22.0742,1.98438,7.81445,90.2734
-6.7824e-02,-22.1523,1.86328,7.52832,90.3516
-6.7816e-02,-22.1328,1.87891,7.68262,91.1426
-6.7808e-02,-22.6484,1.95312,7.71094,90.1172
-6.7800e-02,-22.7031,1.90625,7.58789,89.3457
-6.7792e-02,-22.7773,1.87891,7.51953,90.3223
-6.7784e-02,-22.7422,1.87109,7.52344,89.1895
-6.7776e-02,-22.875,1.86719,7.64941,89.209
-6.7768e-02,-22.9375,1.95312,7.51172,90.2441
-6.7760e-02,-22.8906,1.91016,7.61621,90.3711
-6.7752e-02,-23,1.88672,7.50391,90.3223
-6.7744e-02,-23.0898,1.87109,7.49609,90.9668
-6.7736e-02,-23.1055,1.55078,7.45605,89.1992
-6.7728e-02,-23.1445,1.86328,7.63672,91.084
-6.7720e-02,-23.5391,1.47266,7.31836,90.2734
-6.7712e-02,-23.2227,1.875,7.21387,90.3125
-6.7704e-02,-23.2539,1.9375,7.40234,90.2344
-6.7696e-02,-23.6016,1.89062,7.40918,90.3809
-6.7688e-02,-23.7578,1.59375,7.2002,90.0781
-6.7680e-02,-23.3477,2.3125,7.28027,90.2734
-6.7672e-02,-23.4062,1.9375,7.2793,90.0391
-6.7664e-02,-23.7695,1.92188,7.35937,90.0391
-6.7656e-02,-23.7617,1.59766,7.21582,90.2344
-6.7648e-02,-23.9062,1.96875,7.31641,90.3125
-6.7640e-02,-23.9531,1.87891,7.21289,90.2734
-6.7632e-02,-24.0156,1.9375,7.20996,90.1172
-6.7624e-02,-24.0938,1.90625,7.18359,90.2734
-6.7616e-02,-24.082,1.90625,7.1543,90.1172
-6.7608e-02,-24.5117,1.86328,7.18555,90.0781
-6.7600e-02,-24.1055,1.87891,7.05566,89.9609
-6.7592e-02,-24.1367,1.85156,7.15039,89.3066
-6.7584e-02,-24.2031,1.98438,7.14062,90.3613
-6.7576e-02,-24.6406,1.58984,7.10742,91.1426
-6.7568e-02,-24.2812,1.95312,6.99219,91.2402
-6.7560e-02,-24.8008,1.87891,6.97168,90.0781
-6.7552e-02,-24.3555,1.87891,6.96973,90.2344
-6.7544e-02,-24.832,1.89453,6.89746,90.9766
-6.7536e-02,-24.7695,1.52734,6.93359,91.0059
-6.7528e-02,-24.5039,1.92188,6.84375,90.2344
-6.7520e-02,-24.8438,1.89062,6.83008,90.2734
-6.7512e-02,-24.8203,1.92188,6.94238,91.0352
-6.7504e-02,-24.9688,2.30078,6.90625,90.1953
-6.7496e-02,-24.9844,2.3125,6.68066,89.1406
-6.7488e-02,-25.0742,1.54297,6.89648,90.1953
-6.7480e-02,-25.4688,1.59766,6.78418,90.1172
-6.7472e-02,-25.1367,1.87891,6.73633,89.8047
-6.7464e-02,-25.1602,1.46484,6.76953,90.3516
-6.7456e-02,-25.1758,1.90625,6.6748,90.332
-6.7448e-02,-25.6289,1.92188,6.71582,90.1953
-6.7440e-02,-25.3398,1.89062,6.60449,90.0781
-6.7432e-02,-25.6914,1.9375,6.71191,89.8828
-6.7424e-02,-25.7383,2.28906,6.7334,90.1953
-6.7416e-02,-25.3945,1.92188,6.56152,90.2832
-6.7408e-02,-25.3789,1.86719,6.53516,89.2285
-6.7400e-02,-25.4297,1.90625,6.53809,89.9609
-6.7392e-02,-25.8516,1.88672,6.51562,90.3418
-6.7384e-02,-25.9688,1.90625,6.50391,90.4199
-6.7376e-02,-26.0781,1.87891,6.42578,89.3164
-6.7368e-02,-26.1055,1.89062,6.46875,90.8984
-6.7360e-02,-26.5352,1.86719,6.3623,89.3848
-6.7352e-02,-26.1719,1.87891,6.44238,91.1914
-6.7344e-02,-26.1406,1.83594,6.43652,89.1406
-6.7336e-02,-26.625,1.54688,6.39453,90.1562
-6.7328e-02,-26.668,1.95312,6.40723,89.1895
-6.7320e-02,-26.2969,1.87109,6.29297,90.3125
-6.7312e-02,-26.6562,1.90625,6.18457,90.3125
-6.7304e-02,-26.875,1.87891,6.38086,90.1953
-6.7296e-02,-26.8906,1.92188,6.21582,90.3125
-6.7288e-02,-26.9219,1.89062,6.16797,90.2344
-6.7280e-02,-26.9531,1.87891,6.21582,90.2734
-6.7272e-02,-27.3672,1.87891,6.20703,90.332
-6.7264e-02,-27.0586,1.87109,5.98242,90.2734
-6.7256e-02,-27.3984,1.90625,6.28906,89.2676
-6.7248e-02,-27.1484,2,5.96484,90.2637
-6.7240e-02,-27.543,1.87891,6.1416,90.4102
-6.7232e-02,-27.5547,1.51953,5.93555,90.9766
-6.7224e-02,-27.6641,1.87891,6.01562,89.3945
-6.7216e-02,-27.7734,1.9375,6.08496,89.502
-6.7208e-02,-27.3672,1.92188,5.98145,90.1172
-6.7200e-02,-27.7812,1.87109,5.97852,89.1602
-6.7192e-02,-27.875,1.90625,5.78418,90.332
-6.7184e-02,-27.8711,1.85938,5.94531,91.084
-6.7176e-02,-28.0469,1.92188,5.96094,89.3848
-6.7168e-02,-28.0664,1.86328,5.94336,89.2676
-6.7160e-02,-28.0898,1.875,5.71875,90.3418
-6.7152e-02,-28.0742,1.85156,5.83496,90.3418
-6.7144e-02,-28.1367,1.89062,5.70508,90.1562
-6.7136e-02,-28.2461,1.98438,5.75781,91.1035
-6.7128e-02,-28.2461,1.89062,5.65625,90.0781
-6.7120e-02,-28.6406,1.89062,5.71582,90.3125
-6.7112e-02,-28.3828,1.89453,5.71875,90.3027
-6.7104e-02,-28.7266,1.85938,5.59863,90.2344
-6.7096e-02,-28.8633,1.90625,5.80859,90.3125
-6.7088e-02,-28.9219,1.98438,5.5957,89.209
-6.7080e-02,-28.9375,1.84375,5.55273,90.0781
-6.7072e-02,-29.0156,1.86328,5.63672,89.7656
-6.7064e-02,-28.9844,1.87891,5.64551,91.0937
-6.7056e-02,-29.5273,1.55859,5.58398,91.1914
-6.7048e-02,-29.1289,1.48047,5.49219,90.3125
-6.7040e-02,-29.1719,1.87891,5.47461,90.8789
-6.7032e-02,-29.6484,1.83203,5.55273,90.2734
-6.7024e-02,-29.3477,1.53516,5.4502,90.3125
-6.7016e-02,-29.6875,2.21875,5.42578,90.1953
-6.7008e-02,-29.4648,1.86719,5.29395,90.1562
-6.7000e-02,-29.8203,1.85547,5.33203,89.3652
-6.6992e-02,-29.5586,1.87891,5.27734,91.2207
-6.6984e-02,-29.8906,1.86328,5.27344,89.3066
-6.6976e-02,-29.5938,1.84766,5.12207,91.0059
-6.6968e-02,-29.9844,1.92188,5.38867,91.3672
-6.6960e-02,-30.3672,1.83203,5.22363,90.9863
-6.6952e-02,-30.1367,1.86719,5.2168,90.3906
-6.6944e-02,-30.1211,1.47656,5.10449,90.332
-6.6936e-02,-30.5781,1.89453,5.19043,90.1562
-6.6928e-02,-30.543,1.86328,5.15527,90.3125
-6.6920e-02,-30.6172,1.87891,5.05859,90.0781
-6.6912e-02,-30.2305,1.79297,5.05078,90.3125
-6.6904e-02,-30.7539,1.55859,5.03418,90.3613
-6.6896e-02,-30.7266,1.92188,4.91797,90.3125
-6.6888e-02,-30.4023,1.87891,5.01953,90.1562
-6.6880e-02,-30.875,1.90625,5.00098,89.9609
-6.6872e-02,-30.4688,1.875,4.85156,91.3672
-6.6864e-02,-30.8672,1.92188,4.96191,90.1562
-6.6856e-02,-30.4766,1.86328,4.90918,90.2344
-6.6848e-02,-30.9688,1.84766,4.69141,90.1562
-6.6840e-02,-31.3281,1.90625,4.70215,90.2344
-6.6832e-02,-31.1289,1.87891,4.69824,91.2793
-6.6824e-02,-31.0625,1.85938,4.86719,90.3809
-6.6816e-02,-31.0781,1.85547,4.84863,91.2793
-6.6808e-02,-31.5234,1.84375,4.73828,90.2344
-6.6800e-02,-31.1406,1.84375,4.78906,90.0391
-6.6792e-02,-31.5352,1.51953,4.61133,91.3574
-6.6784e-02,-31.1719,1.86328,4.59277,89.2285
-6.6776e-02,-31.5898,1.92578,4.69336,91.1719
-6.6768e-02,-31.1914,1.86328,4.55664,90
-6.6760e-02,-31.6523,1.87891,4.54687,91.1328
-6.6752e-02,-31.25,1.54297,4.41016,90.3125
-6.6744e-02,-31.6719,1.85156,4.50391,90.2734
-6.6736e-02,-31.6211,1.58203,4.4541,90.1953
-6.6728e-02,-31.3633,1.87891,4.57129,91.0547
-6.6720e-02,-31.3711,2.21484,4.35352,91.2793
-6.6712e-02,-31.7383,1.86328,4.4541,90.3711
-6.6704e-02,-31.832,1.875,4.34473,90.4004
-6.6696e-02,-31.7344,1.89453,4.19629,90.2734
-6.6688e-02,-31.5156,1.50391,4.26953,90.3027
-6.6680e-02,-31.8906,1.85156,4.27344,90.8789
-6.6672e-02,-31.5508,1.96875,4.3584,90.2344
-6.6664e-02,-31.8828,1.84375,4.24219,90.3613
-6.6656e-02,-31.8984,1.50391,4.12891,90.3125
-6.6648e-02,-32.3477,1.85547,4.22363,90.4102
-6.6640e-02,-31.8945,1.89062,4.27344,90.3418
-6.6632e-02,-31.9531,1.87891,4,90.2734
-6.6624e-02,-31.9375,1.84766,4.18164,90.3516
-6.6616e-02,-31.6445,1.89062,4.06641,90.2734
-6.6608e-02,-32.0898,1.875,4.10449,90.8301
-6.6600e-02,-32.4727,1.84375,3.9043,90.2734
-6.6592e-02,-32.0625,1.57422,4.0332,89.209
-6.6584e-02,-32.1445,1.89453,3.98047,90.2734
-6.6576e-02,-32.4883,1.87109,3.86035,90.1758
-6.6568e-02,-32.1562,1.875,4.01953,89.375
-6.6560e-02,-32.1406,1.83984,3.83398,90.2344
-6.6552e-02,-32.1914,1.55469,3.74414,90.8984
-6.6544e-02,-32.5664,1.87891,3.91211,90.3125
-6.6536e-02,-32.2188,1.85547,3.7998,89.8828
-6.6528e-02,-32.6523,1.83203,3.89062,89.1992
-6.6520e-02,-32.5977,1.86328,3.63965,90.332
-6.6512e-02,-32.6211,1.86719,3.73047,89.8437
-6.6504e-02,-32.6758,1.54297,3.72363,90.0781
-6.6496e-02,-32.6289,1.85938,3.70996,90.2344
-6.6488e-02,-32.4336,1.82812,3.58984,91.1523
-6.6480e-02,-32.3984,1.87891,3.59277,90.3223
-6.6472e-02,-32.7227,1.85156,3.55566,90.293
-6.6464e-02,-32.7539,1.87891,3.66016,90.2734
-6.6456e-02,-32.8281,1.86719,3.42383,90.1172
-6.6448e-02,-32.832,1.89453,3.67578,89.3359
-6.6440e-02,-32.5312,1.92188,3.42187,91.4844
-6.6432e-02,-32.8906,1.87891,3.40625,91.1035
-6.6424e-02,-32.8906,1.87109,3.45508,90.3613
-6.6416e-02,-32.9375,1.84375,3.34082,90.332
-6.6408e-02,-32.5742,1.86719,3.41016,91.1816
-6.6400e-02,-33,1.87891,3.28711,90.0781
-6.6392e-02,-33.0469,1.87891,3.3916,90.1953
-6.6384e-02,-33.1094,1.84766,3.30273,90.3125
-6.6376e-02,-33.4805,1.87891,3.27734,91.0352
-6.6368e-02,-33.1484,1.87891,3.14746,91.3672
-6.6360e-02,-33.1406,1.87891,3.23437,90.3223
-6.6352e-02,-33.1602,1.48438,3.21387,89.9219
-6.6344e-02,-33.1484,1.87891,3.1709,90.2734
-6.6336e-02,-33.1602,1.53516,3.13867,90.3613
-6.6328e-02,-33.2773,1.87109,3.09082,90.1562
-6.6320e-02,-33.6016,1.85938,3.13477,91.0059
-6.6312e-02,-33.625,1.85547,2.9541,90.2832
-6.6304e-02,-33.6758,1.87891,3.01562,90.3711
-6.6296e-02,-33.3711,1.89453,2.98633,91.1035
-6.6288e-02,-33.4219,1.86719,2.86426,90.459
-6.6280e-02,-33.4766,1.84375,2.95703,90.2734
-6.6272e-02,-33.4727,1.87891,2.94727,90.3418
-6.6264e-02,-33.5117,1.85547,2.96289,90.2734
-6.6256e-02,-34.2617,1.86328,2.87012,90.0391
-6.6248e-02,-34.2891,1.47656,2.88867,90.3125
-6.6240e-02,-33.8906,1.47266,2.77344,90.1953
-6.6232e-02,-34.0625,1.86328,2.83789,90.3125
