Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
-5.7448e-02,26.2148,-0.328125,-1.71758,119.961
-5.7440e-02,26.5703,0.410156,-1.53164,120
-5.7432e-02,26.6094,0.03125,-1.58555,119.824
-5.7424e-02,26.6523,0.078125,-1.55039,119.072
-5.7416e-02,26.7461,-0.363281,-1.57266,119.736
-5.7408e-02,26.6953,0.410156,-1.52188,119.727
-5.7400e-02,26.8789,0.015625,-1.54336,119.668
-5.7392e-02,26.8203,0.125,-1.52539,119.766
-5.7384e-02,26.8789,0.125,-1.50898,119.014
-5.7376e-02,26.9062,0.394531,-1.38164,120.078
-5.7368e-02,27.0625,0,-1.45,119.922
-5.7360e-02,27.1367,0.046875,-1.325,120.84
-5.7352e-02,27.4023,0.421875,-1.46055,119.844
-5.7344e-02,27.5703,0.117188,-1.34961,119.883
-5.7336e-02,27.2188,0.484375,-1.27891,120.039
-5.7328e-02,27.1992,0.0625,-1.39492,120.918
-5.7320e-02,27.3242,0.015625,-1.24336,119.932
-5.7312e-02,27.6953,0.0625,-1.26602,119.727
-5.7304e-02,27.3789,0.34375,-1.29219,120.117
-5.7296e-02,27.4492,0.03125,-1.17422,120.078
-5.7288e-02,27.8438,0.109375,-1.20352,119.043
-5.7280e-02,27.9102,0.398438,-1.16758,119.717
-5.7272e-02,28.0156,0.03125,-1.15508,120.195
-5.7264e-02,27.5859,0.421875,-1.21445,120.117
-5.7256e-02,27.7383,0.03125,-1.02266,119.766
-5.7248e-02,28.1445,0.078125,-1.09258,119.922
-5.7240e-02,28.168,0.09375,-1.01484,118.789
-5.7232e-02,28.625,0,-1.18594,120.928
-5.7224e-02,28.2148,0.460938,-1.10547,120.771
-5.7216e-02,28.3789,0.421875,-0.963672,119.043
-5.7208e-02,28.7891,0.125,-1.02852,119.922
-5.7200e-02,28.8594,0.015625,-1.04023,120.078
-5.7192e-02,29.1953,0.109375,-0.943359,119.805
-5.7184e-02,28.957,0.0625,-0.937891,119.736
-5.7176e-02,28.8789,0.125,-0.908984,118.916
-5.7168e-02,29.3711,0.109375,-0.829688,120.195
-5.7160e-02,28.6602,0.09375,-0.950391,119.141
-5.7152e-02,29.1367,-0.304688,-0.75625,119.668
-5.7144e-02,29.1328,0.0625,-0.732422,118.916
-5.7136e-02,29.1484,0.109375,-0.842188,119.961
-5.7128e-02,29.6016,0.414062,-0.657031,120
-5.7120e-02,29.2461,0.109375,-0.750781,119.922
-5.7112e-02,29.3359,0.488281,-0.715625,119.766
-5.7104e-02,29.8516,0.152344,-0.648828,119.805
-5.7096e-02,29.8555,0.0625,-0.633203,119.062
-5.7088e-02,29.8789,0.0625,-0.580078,119.062
-5.7080e-02,29.9062,0.125,-0.626172,120.156
-5.7072e-02,29.6016,-0.046875,-0.608984,119.141
-5.7064e-02,29.9219,0.148438,-0.564453,120.195
-5.7056e-02,30.1367,0.078125,-0.481641,119.922
-5.7048e-02,30.0625,0.109375,-0.489453,119.053
-5.7040e-02,30.1367,0.496094,-0.423828,121.074
-5.7032e-02,29.7305,0.03125,-0.483594,119.805
-5.7024e-02,30.2422,-0.210938,-0.419531,119.121
-5.7016e-02,30.3164,0.015625,-0.498828,118.701
-5.7008e-02,30.3438,0.453125,-0.354688,119.736
-5.7000e-02,30.3828,0.171875,-0.511719,120.039
-5.6992e-02,30.3594,0.128906,-0.308984,119.922
-5.6984e-02,30.875,0.078125,-0.251953,119.766
-5.6976e-02,30.8789,0.207031,-0.3125,119.922
-5.6968e-02,30.8789,0.183594,-0.238281,118.77
-5.6960e-02,31.3086,0.253906,-0.325781,120.078
-5.6952e-02,31.0312,0.632812,-0.2875,119.727
-5.6944e-02,31.0469,0.636719,-0.239063,119.844
-5.6936e-02,31.0469,0.421875,-0.182031,119.092
-5.6928e-02,31.1406,0.851562,-0.156641,119.766
-5.6920e-02,31.1523,0.878906,-0.0761719,120.859
-5.6912e-02,31.6094,0.875,-0.0960938,121.074
-5.6904e-02,31.5859,0.863281,-0.0367188,119.844
-5.6896e-02,31.6211,0.910156,-0.0800781,118.965
-5.6888e-02,31.6172,1.09375,-0.0148438,120.312
-5.6880e-02,31.3867,4.76172,-0.0183594,118.906
-5.6872e-02,31.7305,10.3945,-0.03125,120.781
-5.6864e-02,31.7812,12.8086,-0.0859375,120.635
-5.6856e-02,31.8008,23.2188,0.0839844,118.867
-5.6848e-02,31.875,40.6367,0.0503906,119.961
-5.6840e-02,31.8945,39.9922,-0.0183594,119.062
-5.6832e-02,31.9062,38.2148,0.0511719,119.844
-5.6824e-02,31.9375,38.3164,0.0128906,120.869
-5.6816e-02,32,37.5078,-0.0136719,119.18
-5.6808e-02,31.9375,36.7656,-0.0550781,119.961
-5.6800e-02,32.0781,36.5352,0.0679687,120.977
-5.6792e-02,32.1094,35.8359,-0.0574219,119.961
-5.6784e-02,32.5117,35.6094,-0.128516,120
-5.6776e-02,32.1758,35.4453,-0.0441406,120.117
-5.6768e-02,32.4766,34.9531,-0.0117188,119.131
-5.6760e-02,32.5469,34.7578,-0.00664063,119.961
-5.6752e-02,32.6172,34.5938,0.0292969,119.883
-5.6744e-02,32.6094,34.5703,0.0285156,119.697
-5.6736e-02,32.3242,34.1094,-0.0640625,119.922
-5.6728e-02,32.2148,34.0469,-0.0308594,119.102
-5.6720e-02,32.6875,33.9688,-0.0195313,119.922
-5.6712e-02,32.6328,33.8789,-0.0195313,119.961
-5.6704e-02,32.7422,33.832,0.0371094,119.805
-5.6696e-02,32.3945,33.8789,-0.0980469,119.004
-5.6688e-02,32.4219,33.8359,-0.0644531,119.961
-5.6680e-02,32.7461,33.8438,-0.166016,120.234
-5.6672e-02,32.8828,33.793,0.0140625,120
-5.6664e-02,32.8789,33.4492,-0.107422,119.092
-5.6656e-02,32.8633,33.4805,-0.0625,119.961
-5.6648e-02,32.8594,33.8086,-0.0105469,119.736
-5.6640e-02,32.8711,33.8008,-0.122656,119.111
-5.6632e-02,32.9062,33.7812,-0.0671875,119.658
-5.6624e-02,33.0781,33.7344,-0.0980469,119.668
-5.6616e-02,32.8789,33.7969,-0.0746094,119.883
-5.6608e-02,32.9688,33.4883,-0.207422,120.039
-5.6600e-02,33.375,33.7852,-0.0554688,119.922
-5.6592e-02,33,33.7578,-0.0253906,119.961
-5.6584e-02,33.1211,33.8438,-0.0613281,120.156
-5.6576e-02,33,33.8789,0.00898437,121.133
-5.6568e-02,33.1523,33.8359,-0.0496094,119.883
-5.6560e-02,33.3945,33.5234,-0.14375,119.697
-5.6552e-02,33.125,33.8516,-0.107422,120
-5.6544e-02,33.1953,33.8789,-0.110547,119.014
-5.6536e-02,33.6016,34.3633,-0.0546875,120.898
-5.6528e-02,33.2031,33.8633,-0.134375,119.736
-5.6520e-02,33.2422,33.8789,-0.0691406,120.117
-5.6512e-02,33.207,33.8945,-0.169141,119.111
-5.6504e-02,33.2305,34.3242,-0.0351563,119.639
-5.6496e-02,33.2656,33.9375,-0.0515625,119.082
-5.6488e-02,33.3398,33.6484,-0.0492188,119.805
-5.6480e-02,33.375,34.1367,-0.0730469,119.072
-5.6472e-02,33.7383,33.9375,-0.04375,119.111
-5.6464e-02,33.7344,34.0938,-0.0492188,119.697
-5.6456e-02,33.4062,34.0781,-0.0347656,119.961
-5.6448e-02,33.8125,34.1211,-0.0539063,119.883
-5.6440e-02,34.2266,34.5078,-0.136328,120.85
-5.6432e-02,33.8555,34.1406,-0.125781,119.883
-5.6424e-02,33.8789,34.1875,-0.0617188,119.697
-5.6416e-02,33.8906,34.207,0.0179687,119.961
-5.6408e-02,33.9258,34.5938,-0.0816406,119.785
-5.6400e-02,33.8945,34.6211,-0.0671875,119.766
-5.6392e-02,33.9844,34.2188,-0.0703125,119.043
-5.6384e-02,34.4609,34.6758,0.0695312,120.117
-5.6376e-02,34.0781,34.332,0.00898437,120.234
-5.6368e-02,34.1406,34.3164,-0.128125,120.039
-5.6360e-02,34.1602,34.8242,0.0125,121.172
-5.6352e-02,34.1836,34.332,0.0144531,120
-5.6344e-02,34.2188,34.7383,-0.0828125,119.766
-5.6336e-02,34.5273,34.8672,-0.0589844,119.082
-5.6328e-02,34.2891,34.4258,-0.180859,120.879
-5.6320e-02,34.6094,34.8672,0.0429687,119.844
-5.6312e-02,34.6836,34.8906,0.0121094,120.967
-5.6304e-02,34.3438,34.9219,-0.0722656,119.707
-5.6296e-02,34.793,34.5664,-0.103906,119.961
-5.6288e-02,34.7695,34.9219,0.0179687,119.727
-5.6280e-02,34.8789,35.3633,-0.0480469,120.83
-5.6272e-02,34.8477,35.0469,0.00351562,119.883
-5.6264e-02,34.8906,35.1367,-0.0121094,119.922
-5.6256e-02,35.3125,35.1719,0.015625,119.844
-5.6248e-02,34.9102,35.1445,-0.0964844,119.16
-5.6240e-02,34.9102,35.6172,0.059375,118.975
-5.6232e-02,34.9375,35.2109,-0.168359,120.156
-5.6224e-02,35.3477,35.2344,-0.0167969,118.984
-5.6216e-02,35.1289,35.6211,-0.0511719,118.984
-5.6208e-02,35.1484,35.2773,0.0273437,120.039
-5.6200e-02,35.1328,36.0508,-0.112109,120
-5.6192e-02,35.1562,35.375,0.0808594,120.078
-5.6184e-02,35.1445,35.4102,0.05,119.961
-5.6176e-02,35.2383,35.8711,-0.0078125,119.883
-5.6168e-02,35.6484,35.5586,-0.0808594,119.727
-5.6160e-02,35.75,35.8789,0.00820312,120.82
-5.6152e-02,35.7148,35.8789,-0.0191406,119.229
-5.6144e-02,35.8242,35.875,-0.135547,120.898
-5.6136e-02,35.75,36,-0.0175781,120.039
-5.6128e-02,35.4492,36.0312,-0.034375,118.877
-5.6120e-02,35.3672,36.0938,0.00820312,119.033
-5.6112e-02,35.8789,36.0625,-0.0152344,119.736
-5.6104e-02,35.4961,36.0938,-0.0742188,119.922
-5.6096e-02,35.8945,36.5273,-0.122656,121.064
-5.6088e-02,35.8906,36.1094,0.00898437,119.023
-5.6080e-02,35.9219,36.5312,-0.138672,120.234
-5.6072e-02,35.9531,36.1719,0.0320312,120.234
-5.6064e-02,36.0156,36.25,-0.0464844,118.838
-5.6056e-02,36.1094,36.6172,-0.0933594,120.039
-5.6048e-02,35.6523,36.6016,-0.0578125,119.746
-5.6040e-02,36.125,36.7305,-0.0796875,119.844
-5.6032e-02,36.1367,36.293,-0.0707031,120.078
-5.6024e-02,36.125,36.3086,-0.0152344,120.078
-5.6016e-02,36.1328,36.6992,-0.0472656,119.893
-5.6008e-02,36.6328,36.7422,-0.164453,119.727
-5.6000e-02,36.1641,36.7422,-0.0957031,119.844
-5.5992e-02,36.6172,36.8789,-0.0726563,120.117
-5.5984e-02,36.2109,36.4258,0.0339844,119.844
-5.5976e-02,36.625,37.25,-0.0839844,120
-5.5968e-02,36.2812,36.8906,-0.0609375,119.6
-5.5960e-02,36.3633,36.9062,-0.00625,120.078
-5.5952e-02,36.7188,36.8906,-0.0628906,119.014
-5.5944e-02,36.8125,36.8945,-0.0402344,120.156
-5.5936e-02,36.4102,37.0469,-0.178125,119.922
-5.5928e-02,36.8164,37.1094,-0.01875,119.961
-5.5920e-02,37.1094,36.8945,-0.0386719,119.961
-5.5912e-02,36.8633,37.0156,-0.121875,119.805
-5.5904e-02,36.8125,37.1484,-0.0320313,120.996
-5.5896e-02,36.8281,37.1445,-0.135156,120
-5.5888e-02,36.8672,37.1406,-0.034375,120.85
-5.5880e-02,36.8594,37.1719,-0.0503906,120.156
-5.5872e-02,36.8789,37.4805,0.0457031,120.117
-5.5864e-02,36.8789,37.125,-0.00976563,120.039
-5.5856e-02,36.8906,37.5312,0.0800781,119.697
-5.5848e-02,36.5977,37.1406,-0.0421875,120.078
-5.5840e-02,36.9531,37.2031,0.0363281,120.156
-5.5832e-02,36.9219,37.5273,-0.03125,118.936
-5.5824e-02,37.0781,37.1758,-0.0394531,119.766
-5.5816e-02,37.0781,37.7266,-0.00664063,119.961
-5.5808e-02,37.0938,37.2617,-0.0226563,119.883
-5.5800e-02,37.0469,37.2539,-0.164453,120.195
-5.5792e-02,37.3984,37.6328,-0.0457031,120.947
-5.5784e-02,37.1289,37.2891,-0.0585938,119.287
-5.5776e-02,37.1328,37.6406,-0.0382813,119.961
-5.5768e-02,37.1445,37.3398,-0.00117188,120
-5.5760e-02,37.4883,37.7227,-0.227344,119.805
-5.5752e-02,37.125,37.7344,-0.0949219,119.678
-5.5744e-02,37.5117,37.7773,-0.0113281,120.273
-5.5736e-02,37.5586,37.7539,-0.0382813,119.844
-5.5728e-02,37.1758,37.4258,-0.137891,119.883
-5.5720e-02,37.1406,37.8281,-0.111719,120.889
-5.5712e-02,37.1992,37.8516,-0.0324219,120.117
-5.5704e-02,37.2383,37.8516,-0.0492188,120.117
-5.5696e-02,37.5938,37.875,-0.00585938,118.857
-5.5688e-02,37.5781,37.875,-0.053125,119.844
-5.5680e-02,37.6641,37.5117,-0.0980469,119.268
-5.5672e-02,37.2969,37.8711,-0.0316406,119.805
-5.5664e-02,37.6953,37.5273,-0.0714844,120.117
-5.5656e-02,37.3633,37.8398,-0.0953125,120.312
-5.5648e-02,37.3867,37.9531,-0.0347656,121.113
-5.5640e-02,37.3398,37.6562,-0.0792969,120.801
-5.5632e-02,37.7617,38.3477,-0.0613281,120.078
-5.5624e-02,37.7852,37.9375,-0.0242188,120.117
-5.5616e-02,37.7734,38.0781,-0.0792969,119.805
-5.5608e-02,37.7852,38,-0.0253906,118.848
-5.5600e-02,37.7422,37.9844,-0.119922,120.078
-5.5592e-02,37.3867,38.0938,-0.0429688,119.766
-5.5584e-02,37.4062,37.6484,-0.108203,120.713
-5.5576e-02,37.875,38.5117,-0.0515625,120
-5.5568e-02,37.5273,38.1094,-0.0164063,120.977
-5.5560e-02,37.8789,38.4883,0.00703125,120.078
-5.5552e-02,37.832,38.4766,-0.0117188,119.922
-5.5544e-02,37.9102,38.1367,-0.0640625,120.117
-5.5536e-02,37.8398,38.1445,0.046875,120.117
-5.5528e-02,37.8945,38.5039,0.03125,120.84
-5.5520e-02,37.875,38.1992,-0.0710938,120.928
-5.5512e-02,37.9844,38.2344,0.0328125,119.102
-5.5504e-02,37.8789,38.5938,-0.0394531,119.922
-5.5496e-02,37.9844,38.293,-0.0234375,120.039
-5.5488e-02,37.9531,38.7266,-0.148438,119.736
-5.5480e-02,37.9688,38.25,-0.0191406,120.234
-5.5472e-02,38.0156,38.6016,-0.0160156,119.033
-5.5464e-02,38.0312,38.2148,-0.0339844,120.273
-5.5456e-02,38.1367,38.3555,0.028125,119.629
-5.5448e-02,38.0625,38.7305,-0.00976563,119.961
-5.5440e-02,38.125,38.2539,-0.0851563,119.209
-5.5432e-02,37.8125,38.7383,-0.0746094,120.078
-5.5424e-02,38.0469,38.7852,-0.166406,119.922
-5.5416e-02,38.1602,38.3594,0.0367187,120.156
-5.5408e-02,38.1836,38.3984,-0.169922,119.844
-5.5400e-02,38.1797,38.8125,-0.0707031,119.883
-5.5392e-02,38.1523,38.8203,0.000781247,120.234
-5.5384e-02,38.1562,38.4961,-0.155078,119.092
-5.5376e-02,38.5547,39.1797,-0.078125,120.83
-5.5368e-02,38.6211,38.8789,-0.0449219,119.883
-5.5360e-02,38.1953,38.8789,-0.003125,120.078
-5.5352e-02,38.6016,38.8828,0.0664062,119.961
-5.5344e-02,38.1875,38.8711,-0.171094,119.033
-5.5336e-02,38.3164,38.8867,0.0152344,119.834
-5.5328e-02,38.1719,38.8711,0.0832031,118.877
-5.5320e-02,38.2578,38.8594,-0.0699219,119.922
-5.5312e-02,38.7383,38.8945,-0.0835938,119.131
-5.5304e-02,38.2539,38.5781,0.0214844,119.805
-5.5296e-02,38.2773,38.9531,-0.0101563,119.766
-5.5288e-02,38.6602,38.9062,-0.0339844,119.844
-5.5280e-02,38.6328,39.0312,0.0046875,120.83
-5.5272e-02,38.6719,39.3672,-0.0265625,119.961
-5.5264e-02,38.75,39.4414,-0.0835938,120.117
-5.5256e-02,38.7383,39,-0.0429688,120.869
-5.5248e-02,38.793,39,-0.106641,120.234
-5.5240e-02,38.4023,38.6484,0.0292969,120
-5.5232e-02,38.4336,39.0938,-0.164453,120.078
-5.5224e-02,38.7578,39.0781,-0.0128906,118.936
-5.5216e-02,38.4297,39.0938,-0.000781253,119.961
-5.5208e-02,38.3828,39.4375,-0.0261719,119.805
-5.5200e-02,38.8477,39.0469,-0.0359375,120
-5.5192e-02,38.4414,39.1328,-0.0558594,119.883
-5.5184e-02,38.4648,39.0938,-0.0667969,120.117
-5.5176e-02,38.7812,38.75,-0.108984,120
-5.5168e-02,38.5,39.1523,-0.0367188,119.736
-5.5160e-02,38.8594,39.1094,-0.100391,120.117
-5.5152e-02,38.8242,39.0781,-0.0660156,119.014
-5.5144e-02,38.8672,39.1094,0.0707031,119.854
-5.5136e-02,38.8477,39.1484,-0.141797,119.219
-5.5128e-02,38.8438,39.1602,-0.0378906,119.766
-5.5120e-02,38.8555,39.1406,-0.0589844,119.111
-5.5112e-02,38.8789,39.168,0.00742187,121.006
-5.5104e-02,39.2578,39.5781,-0.059375,119.199
-5.5096e-02,38.8438,39.1367,-0.00976563,120.41
-5.5088e-02,38.8633,39.5859,-0.0105469,120.078
-5.5080e-02,38.8945,39.1719,-0.0613281,119.922
-5.5072e-02,38.9258,39.5156,-0.0257813,120.039
-5.5064e-02,38.5742,39.5586,-0.00429688,120.156
-5.5056e-02,38.4648,39.1641,-0.149219,120.078
-5.5048e-02,38.8789,39.1602,-0.0773438,119.248
-5.5040e-02,38.9062,39.5938,-0.129688,119.727
-5.5032e-02,39.0469,39.1719,-0.0566406,120.156
-5.5024e-02,39,39.1758,0.0378906,119.922
-5.5016e-02,38.9219,39.1836,-0.113672,119.805
-5.5008e-02,38.9219,39.168,-0.134375,120.078
-5.5000e-02,38.9062,39.6758,-0.0105469,120
-5.4992e-02,38.9844,39.2031,-0.0265625,120.82
-5.4984e-02,38.8789,39.1992,-0.0292969,119.961
-5.4976e-02,38.582,39.1914,-0.0507813,120.156
-5.4968e-02,39.3125,39.5703,-0.185547,119.844
-5.4960e-02,39.3008,39.1562,-0.0679688,120.82
-5.4952e-02,38.9531,39.2109,-0.0945313,120.967
-5.4944e-02,38.8789,39.5898,-0.0894531,120.234
-5.4936e-02,38.9219,39.2031,-0.128125,120.039
-5.4928e-02,39,39.1953,-0.0242188,119.805
-5.4920e-02,38.875,39.2383,-0.0160156,119.727
-5.4912e-02,39.2695,39.625,-0.05,119.883
-5.4904e-02,38.9531,39.5859,0.0226562,120.039
-5.4896e-02,38.8789,39.1328,-0.0726563,120.117
-5.4888e-02,38.8789,39.625,-0.0417969,120.078
-5.4880e-02,38.8555,39.2031,-0.0820313,119.922
-5.4872e-02,38.625,39.168,-0.0285156,120.195
-5.4864e-02,38.6211,39.1914,-0.0363281,119.727
-5.4856e-02,38.582,39.6055,-0.0152344,118.955
-5.4848e-02,38.9688,39.1406,-0.0207031,120
-5.4840e-02,38.8555,39.1992,-0.0890625,120.234
-5.4832e-02,38.8789,39.5742,-0.0136719,119.219
-5.4824e-02,38.9219,39.625,-0.0238281,120.82
-5.4816e-02,38.8672,39.1875,-0.0445313,120.078
-5.4808e-02,38.6172,39.1797,-0.0492188,119.736
-5.4800e-02,38.8672,39.207,-0.0171875,120.234
-5.4792e-02,38.8711,39.1602,-0.0277344,120.908
-5.4784e-02,38.9062,39.2031,0.0121094,120.078
-5.4776e-02,38.5195,39.1602,-0.0417969,119.883
-5.4768e-02,38.8945,39.6172,-0.108984,119.961
-5.4760e-02,39.3398,39.5703,0.009375,120.039
-5.4752e-02,38.8789,39.2109,-0.153516,120.312
-5.4744e-02,38.8789,39.1406,-0.180859,119.072
-5.4736e-02,39,39.1406,-0.0519531,120.312
-5.4728e-02,38.5352,39.1523,-0.00234375,119.844
-5.4720e-02,38.875,39.125,-0.0984375,119.014
-5.4712e-02,38.8867,39.1797,-0.0203125,119.092
-5.4704e-02,38.8867,39.6055,-0.0511719,121.133
-5.4696e-02,38.8945,39.2188,-0.00976563,119.805
-5.4688e-02,38.9062,39.1367,0.0328125,119.805
-5.4680e-02,38.6016,39.1797,-0.0394531,120.039
-5.4672e-02,38.5352,39.1406,-0.0414063,120.039
-5.4664e-02,38.8711,39.5352,-0.0300781,120.195
-5.4656e-02,38.4922,39.2305,-0.0386719,120.117
-5.4648e-02,38.8672,39.168,0.0152344,120.918
-5.4640e-02,38.5078,39.1289,-0.00195313,120.039
-5.4632e-02,38.8789,39.5469,-0.0207031,119.961
-5.4624e-02,39.2656,39.6016,-0.0273438,119.883
-5.4616e-02,38.8633,39.1836,-0.0214844,120.361
-5.4608e-02,38.8867,39.1172,-0.0660156,120
-5.4600e-02,38.8672,39.1875,-0.0539063,118.916
-5.4592e-02,38.8789,39.1875,-0.133594,119.922
-5.4584e-02,38.8906,39.1797,0.0015625,120.039
-5.4576e-02,38.8672,39.6094,-0.0335938,120.078
-5.4568e-02,38.8477,39.1992,-0.101172,119.961
-5.4560e-02,38.8867,39.2031,-0.144141,120
-5.4552e-02,38.875,39.1367,-0.0332031,120
-5.4544e-02,38.8789,39.5625,-0.0304688,120.176
-5.4536e-02,39.3281,39.5391,-0.0425781,119.834
-5.4528e-02,38.8828,39.2188,-0.05,120.039
-5.4520e-02,38.8555,39.5625,0.0535156,119.062
-5.4512e-02,38.8398,39.1719,-0.0574219,120.078
-5.4504e-02,38.9531,39.2109,0.0046875,120.117
-5.4496e-02,38.8633,39.1484,-0.0015625,119.736
-5.4488e-02,38.8945,39.5938,-0.0648438,118.994
-5.4480e-02,38.8164,38.7852,0.0121094,120.039
-5.4472e-02,38.8711,39.1406,0.0921875,121.211
-5.4464e-02,38.8633,39.1797,-0.0199219,119.922
-5.4456e-02,38.4375,39.1406,-0.0222656,119.961
-5.4448e-02,38.8672,39.4883,-0.116016,120.928
-5.4440e-02,38.8164,39.1445,-0.105078,119.805
-5.4432e-02,38.4375,39.1289,0.0492187,119.961
-5.4424e-02,38.9258,39.1602,-0.0875,120.039
-5.4416e-02,38.457,39.1406,-0.0519531,120.918
-5.4408e-02,38.8789,39.5391,-0.0308594,119.111
-5.4400e-02,38.4492,39.5703,-0.0332031,120.117
-5.4392e-02,38.8633,39.1562,-0.053125,119.121
-5.4384e-02,38.8633,39.4648,-0.107031,120.039
-5.4376e-02,38.8477,39.5703,-0.0832031,119.805
-5.4368e-02,38.8594,39.125,-0.123438,120.156
-5.4360e-02,38.875,39.4375,-0.0652344,120.85
-5.4352e-02,38.7656,39.1172,-0.0425781,119.922
-5.4344e-02,38.4844,39.1367,-0.0984375,119.922
-5.4336e-02,38.4727,39,-0.040625,120.078
-5.4328e-02,38.8789,39.1094,0.0183594,120.283
-5.4320e-02,38.8906,39.1367,-0.0386719,120.937
-5.4312e-02,38.8477,39.1367,0.0210937,119.805
-5.4304e-02,38.832,39.0938,-0.0632813,120.039
-5.4296e-02,38.8438,39.1562,-0.040625,119.121
-5.4288e-02,38.832,39.4453,-0.0359375,120.156
-5.4280e-02,38.4023,39.1562,-0.0480469,120
-5.4272e-02,38.8086,39.1484,0.0566406,119.697
-5.4264e-02,38.7891,39.4453,-0.14375,119.766
-5.4256e-02,38.4141,39.125,-0.180469,119.17
-5.4248e-02,38.7109,38.6914,-0.0269531,120
-5.4240e-02,38.7773,39.0781,-0.135156,120.977
-5.4232e-02,38.7891,38.9062,-0.103125,119.072
-5.4224e-02,38.8359,38.6562,0.0226562,119.922
-5.4216e-02,38.8047,39.3867,-0.114063,119.883
-5.4208e-02,38.6953,39.4688,-0.0128906,119.883
-5.4200e-02,38.3594,38.9688,-0.0453125,119.082
-5.4192e-02,38.4102,38.9688,-0.0476563,120.039
-5.4184e-02,38.7734,39.0781,-0.122656,120.039
-5.4176e-02,38.3711,38.8789,-0.0675781,119.844
-5.4168e-02,38.6758,39.0312,-0.0933594,119.961
-5.4160e-02,38.668,39,0.0632812,120
-5.4152e-02,38.6094,38.5898,-0.117188,119.922
-5.4144e-02,38.7031,39.3281,-0.0566406,120.039
-5.4136e-02,38.2773,39,-0.0886719,120.078
-5.4128e-02,38.2617,38.8789,-0.0570313,120.078
-5.4120e-02,38.6523,38.8945,-0.0917969,119.922
-5.4112e-02,38.625,38.5977,0.0171875,120.879
-5.4104e-02,38.2109,38.9062,-0.0726563,121.152
-5.4096e-02,38.2344,38.8906,0.0101562,119.121
-5.4088e-02,38.1914,38.8438,-0.00976563,120.195
-5.4080e-02,38.3047,38.8906,0.0308594,119.922
-5.4072e-02,38.1758,38.4102,0.00976562,119.961
-5.4064e-02,38.1836,38.8281,-0.0683594,120.117
-5.4056e-02,38.1484,38.8594,-0.0613281,119.883
-5.4048e-02,38.4883,38.8164,0.0222656,118.955
-5.4040e-02,38.1719,38.8203,-0.0628906,119.805
-5.4032e-02,38.5742,38.8438,-0.071875,121.045
-5.4024e-02,38.1328,38.3711,-0.176563,119.844
-5.4016e-02,38.1406,38.4258,-0.0476563,119.961
-5.4008e-02,38.1367,38.3984,0.00585937,120
-5.4000e-02,38.1406,38.7695,-0.0722656,120.078
-5.3992e-02,38.0938,38.3633,-0.0207031,120.234
-5.3984e-02,38.4492,38.707,0.0121094,120.195
-5.3976e-02,38.0469,38.6562,-0.0507813,120.889
-5.3968e-02,38.1094,38.6445,0.0511719,120.039
-5.3960e-02,38.1094,39.0664,-0.0300781,119.961
-5.3952e-02,38.0469,38.7109,-0.0394531,120.039
-5.3944e-02,38.0312,38.6836,-0.0585938,120.117
-5.3936e-02,38.0156,38.2578,-0.0929688,119.844
-5.3928e-02,37.9844,38.7031,-0.078125,119.668
-5.3920e-02,38.3516,38.6523,0.003125,119.082
-5.3912e-02,37.9844,38.6445,-0.0378906,119.023
-5.3904e-02,37.875,38.5742,-0.0886719,119.092
-5.3896e-02,37.8633,38.6094,-0.0902344,120.195
-5.3888e-02,37.8906,38.5312,0.0390625,119.766
-5.3880e-02,37.9062,38.1602,0.0167969,120
-5.3872e-02,37.8789,38.5547,-0.103516,121.094
-5.3864e-02,37.5352,38.1367,-0.178125,119.062
-5.3856e-02,38.2891,38.1211,-0.0867188,120.293
-5.3848e-02,37.8789,38.125,-0.0882813,120
-5.3840e-02,37.4805,38.4844,0.0511719,120.908
-5.3832e-02,37.7461,38.1094,-0.00195313,118.721
-5.3824e-02,37.6992,38.0469,-0.0683594,120.078
-5.3816e-02,37.3789,38.0781,-0.132031,120
-5.3808e-02,37.7148,38.0312,0.0621094,119.922
-5.3800e-02,37.7656,38.0312,-0.154688,118.975
-5.3792e-02,37.2695,38.4062,0.0648437,121.016
-5.3784e-02,37.7422,38.3125,-0.0496094,120.078
-5.3776e-02,37.6758,37.9375,-0.102344,120.117
-5.3768e-02,37.2344,37.8633,-0.0621094,120
-5.3760e-02,37.6094,37.4844,0.0496094,120
-5.3752e-02,37.2148,37.8359,0.0492187,119.766
-5.3744e-02,37.543,37.7852,-0.00234375,120.117
-5.3736e-02,37.125,37.8516,0.0574219,120.957
-5.3728e-02,37.1094,37.4023,-0.142578,119.883
-5.3720e-02,37.1094,37.8555,-0.0804688,120.312
-5.3712e-02,37.1758,37.7617,-0.0320313,119.961
-5.3704e-02,37.0156,37.7305,-0.126172,120.039
-5.3696e-02,37.0781,37.3203,-0.0355469,120.039
-5.3688e-02,37.0938,37.2539,0.084375,120.928
-5.3680e-02,37.3516,37.6172,-0.0503906,119.15
-5.3672e-02,37.3711,37.2148,-0.0972656,120.273
-5.3664e-02,37.0469,37.2227,-0.0660156,119.805
-5.3656e-02,36.875,37.1562,-0.101172,119.277
-5.3648e-02,36.8438,37.1367,-0.105078,119.883
-5.3640e-02,36.8789,37.5352,-0.0875,118.906
-5.3632e-02,36.832,37.125,-0.0703125,119.033
-5.3624e-02,36.8359,37.0625,-0.071875,119.805
