Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y,,,
-7.8632e-02,14.5664,-0.109375,-4.27266,120
-7.8624e-02,15.0781,-0.414062,-4.14961,120.898
-7.8616e-02,15.1406,-0.371094,-4.10156,118.555
-7.8608e-02,15.1602,-0.03125,-4.17109,119.814
-7.8600e-02,15.2109,-0.03125,-4.32461,120.117
-7.8592e-02,15.6211,0.324219,-4.21055,118.994
-7.8584e-02,15.6602,-0.0625,-4.16563,119.814
-7.8576e-02,15.3203,-0.046875,-4.1543,120.762
-7.8568e-02,15.832,-0.09375,-4.09648,119.766
-7.8560e-02,15.9102,-0.015625,-4.04023,118.711
-7.8552e-02,15.9531,-0.03125,-4.05859,120.83
-7.8544e-02,16.0156,-0.03125,-3.98984,120.898
-7.8536e-02,16,0.046875,-4.04805,119.883
-7.8528e-02,16.125,0.355469,-3.99688,118.877
-7.8520e-02,16.1328,-0.121094,-4.06523,119.844
-7.8512e-02,16.5664,-0.078125,-4.03984,119.805
-7.8504e-02,16.2461,-0.09375,-4.06055,119.775
-7.8496e-02,16.2617,0.015625,-3.95977,119.17
-7.8488e-02,16.332,-0.03125,-4.06055,119.961
-7.8480e-02,16.418,-0.03125,-3.92734,119.082
-7.8472e-02,16.5156,0.03125,-4.0293,118.994
-7.8464e-02,16.4961,0,-4.00391,120.039
-7.8456e-02,16.9688,0.046875,-3.94297,120.937
-7.8448e-02,16.957,-0.0625,-3.88477,119.922
-7.8440e-02,17.1094,-0.351562,-3.85273,120.078
-7.8432e-02,17.0781,0,-3.925,120.82
-7.8424e-02,17.1562,-0.109375,-3.93438,118.896
-7.8416e-02,17.1758,0,-3.9418,119.727
-7.8408e-02,17.2969,0.046875,-3.86992,119.766
-7.8400e-02,17.3086,0.375,-3.83398,119.961
-7.8392e-02,17.3281,-0.046875,-3.88047,119.961
-7.8384e-02,17.7266,0.015625,-3.79922,120.117
-7.8376e-02,17.0234,0.015625,-3.80781,120.312
-7.8368e-02,17.9258,-0.03125,-3.70469,119.697
-7.8360e-02,17.9648,0.015625,-3.75547,119.805
-7.8352e-02,17.6328,0.394531,-3.71953,119.922
-7.8344e-02,18.0039,0.046875,-3.67969,119.736
-7.8336e-02,18.1094,0,-3.72734,120
-7.8328e-02,18.5,-0.117188,-3.76484,119.766
-7.8320e-02,18.207,-0.0625,-3.75977,120.801
-7.8312e-02,18.6094,0.0625,-3.68438,119.961
-7.8304e-02,18.25,0.015625,-3.70742,119.844
-7.8296e-02,18.7227,-0.0625,-3.66133,119.805
-7.8288e-02,18.8594,0.078125,-3.59648,120.156
-7.8280e-02,18.7227,0.046875,-3.58555,119.775
-7.8272e-02,18.8945,-0.015625,-3.7543,119.814
-7.8264e-02,18.8789,0.03125,-3.53398,119.766
-7.8256e-02,18.9375,-0.136719,-3.54648,119.775
-7.8248e-02,18.9258,0.046875,-3.60508,119.961
-7.8240e-02,19.0469,0.03125,-3.66055,119.58
-7.8232e-02,19.0625,-0.105469,-3.58906,120
-7.8224e-02,19.0938,-0.015625,-3.46094,119.961
-7.8216e-02,19.1875,-0.015625,-3.4918,119.922
-7.8208e-02,19.2656,0.078125,-3.43672,118.896
-7.8200e-02,19.3086,0,-3.40391,119.004
-7.8192e-02,19.6758,-0.015625,-3.4418,120.918
-7.8184e-02,19.8125,-0.03125,-3.43359,119.922
-7.8176e-02,19.4414,-0.03125,-3.29297,118.916
-7.8168e-02,19.8789,0.03125,-3.41719,120.889
-7.8160e-02,19.8945,0.03125,-3.38945,121.035
-7.8152e-02,19.6055,0.09375,-3.37148,119.697
-7.8144e-02,20.3867,0.355469,-3.31172,119.727
-7.8136e-02,19.6953,-0.078125,-3.20977,119.658
-7.8128e-02,20.6172,0.09375,-3.28594,119.805
-7.8120e-02,20.168,-0.0625,-3.28125,118.965
-7.8112e-02,20.1758,0.046875,-3.24609,118.936
-7.8104e-02,20.5625,0.414062,-3.18633,118.916
-7.8096e-02,20.7578,0.015625,-3.27422,120.869
-7.8088e-02,20.2969,0.015625,-3.16367,119.023
-7.8080e-02,20.8047,-0.046875,-3.2207,119.883
-7.8072e-02,20.4531,-0.09375,-3.21484,119.727
-7.8064e-02,20.8672,-0.015625,-3.21016,120.039
-7.8056e-02,20.5117,0.0625,-3.15352,119.736
-7.8048e-02,20.9141,0.03125,-3.09531,119.18
-7.8040e-02,21.0938,0.03125,-3.07578,119.922
-7.8032e-02,21.125,-0.339844,-2.99023,119.922
-7.8024e-02,21.1484,-0.339844,-2.99375,118.887
-7.8016e-02,21.1602,0.015625,-3.09219,119.15
-7.8008e-02,21.2812,-0.0625,-2.93945,118.896
-7.8000e-02,21.1992,0.046875,-3.03672,119.961
-7.7992e-02,21.0039,-0.0625,-3.02578,119.004
-7.7984e-02,21.375,-0.332031,-2.97656,119.17
-7.7976e-02,21.8555,-0.375,-2.92461,119.014
-7.7968e-02,21.4453,-0.046875,-3.025,119.658
-7.7960e-02,21.8555,0.046875,-2.99961,118.896
-7.7952e-02,21.6172,0.03125,-3.00625,119.844
-7.7944e-02,21.9375,0.09375,-2.80938,119.697
-7.7936e-02,22.0469,0.078125,-2.79609,120.078
-7.7928e-02,22.4883,-0.375,-2.85664,119.766
-7.7920e-02,22.5273,0.015625,-2.81289,120
-7.7912e-02,22.2539,0.03125,-2.80977,119.082
-7.7904e-02,22.2969,0.429688,-2.76953,120.078
-7.7896e-02,22.3008,0.4375,-2.77539,120.156
-7.7888e-02,22.7109,-0.09375,-2.8082,120.039
-7.7880e-02,23.2539,0,-2.79766,119.922
-7.7872e-02,22.8828,0.015625,-2.67734,119.844
-7.7864e-02,22.9102,0.398438,-2.6168,119.961
-7.7856e-02,22.8984,-0.03125,-2.82695,119.766
-7.7848e-02,22.9531,0,-2.65938,120.791
-7.7840e-02,22.6484,0.382812,-2.72109,119.111
-7.7832e-02,23.0312,0.015625,-2.70508,119.844
-7.7824e-02,23.0469,-0.382812,-2.65039,119.678
-7.7816e-02,23.1562,0,-2.61602,119.922
-7.7808e-02,23.5547,0,-2.54805,119.736
-7.7800e-02,23.2578,0,-2.57148,119.922
-7.7792e-02,23.2656,-0.046875,-2.48477,118.887
-7.7784e-02,23.3555,0,-2.46367,119.922
-7.7776e-02,23.7422,-0.015625,-2.49805,120.723
-7.7768e-02,23.8359,0.453125,-2.54766,119.092
-7.7760e-02,23.8281,0.078125,-2.46211,120.82
-7.7752e-02,23.9141,0.335938,-2.56016,120.82
-7.7744e-02,23.8672,0.03125,-2.40586,120.117
-7.7736e-02,23.6172,0.0625,-2.50195,119.854
-7.7728e-02,23.9531,0.046875,-2.33164,118.799
-7.7720e-02,24.0781,0.09375,-2.31719,119.092
-7.7712e-02,24.0469,0.421875,-2.28789,119.697
-7.7704e-02,24.1602,0.03125,-2.38242,120.156
-7.7696e-02,24.1914,0.132812,-2.2793,119.639
-7.7688e-02,24.1953,0.0625,-2.2875,119.092
-7.7680e-02,24.2422,-0.015625,-2.26992,119.014
-7.7672e-02,24.6836,0.460938,-2.2418,119.883
-7.7664e-02,24.3164,0.015625,-2.18125,119.072
-7.7656e-02,24.6953,-0.304688,-2.22773,118.926
-7.7648e-02,24.7617,0.03125,-2.20742,119.844
-7.7640e-02,24.793,0.03125,-2.13398,119.736
-7.7632e-02,24.875,0.0625,-2.06211,119.102
-7.7624e-02,24.9102,-0.078125,-2.00586,119.922
-7.7616e-02,24.8789,0.0625,-2.14336,119.658
-7.7608e-02,25.375,0.015625,-1.96055,120.234
-7.7600e-02,24.6719,0.078125,-2.00195,120.078
-7.7592e-02,25.3867,0.398438,-1.99922,119.883
-7.7584e-02,25.1484,0,-2.04414,118.877
-7.7576e-02,25.1445,0.015625,-1.98398,118.848
-7.7568e-02,25.5625,0.046875,-1.98242,120.156
-7.7560e-02,25.2539,0.078125,-1.98672,118.818
-7.7552e-02,24.8906,0.015625,-2.02344,118.896
-7.7544e-02,25.6211,0.015625,-1.89531,119.619
-7.7536e-02,25.3477,0.015625,-1.87383,119.727
-7.7528e-02,25.7109,-0.015625,-1.94063,119.805
-7.7520e-02,25.8945,0.09375,-1.88828,120.117
-7.7512e-02,25.8945,0,-1.74609,118.965
-7.7504e-02,25.9219,0.386719,-1.74688,120.752
-7.7496e-02,25.8789,0.109375,-1.85352,120.156
-7.7488e-02,25.9531,0.335938,-1.78867,119.961
-7.7480e-02,26.0312,0.015625,-1.65273,119.043
-7.7472e-02,26.0781,-0.015625,-1.66016,119.844
-7.7464e-02,26.1328,-0.328125,-1.69375,119.805
-7.7456e-02,26.125,0.125,-1.67813,119.961
-7.7448e-02,26.1797,0.046875,-1.63359,118.994
-7.7440e-02,26.2148,0.125,-1.58398,118.994
-7.7432e-02,25.8984,0.078125,-1.57383,120.312
-7.7424e-02,26.6641,0.078125,-1.46797,119.785
-7.7416e-02,26.043,0.03125,-1.55156,119.844
-7.7408e-02,26.7969,-0.03125,-1.52891,120.117
-7.7400e-02,26.3633,0.363281,-1.58008,120.039
-7.7392e-02,26.8125,0.445312,-1.54219,119.766
-7.7384e-02,26.8789,0.0625,-1.41055,119.961
-7.7376e-02,27.332,0.0625,-1.49688,119.697
-7.7368e-02,26.9688,0.125,-1.44258,119.766
-7.7360e-02,27,-0.03125,-1.40117,118.975
-7.7352e-02,27.125,0.03125,-1.43008,119.082
-7.7344e-02,27.4648,0.367188,-1.38555,120.117
-7.7336e-02,27.1406,0.394531,-1.36133,119.033
-7.7328e-02,27.5469,0.0625,-1.26172,119.883
-7.7320e-02,27.2578,0,-1.28594,120.889
-7.7312e-02,27.3242,0,-1.2543,119.961
-7.7304e-02,27.7734,-0.03125,-1.26094,118.984
-7.7296e-02,27.4141,0.0625,-1.18477,119.883
-7.7288e-02,27.5117,0.046875,-1.24648,119.883
-7.7280e-02,27.8633,0.0625,-1.15977,118.877
-7.7272e-02,27.8945,0.078125,-1.1707,119.727
-7.7264e-02,28,0.046875,-1.17305,120.771
-7.7256e-02,27.5938,-0.015625,-1.19727,119.922
-7.7248e-02,28.1953,0.046875,-1.1043,119.766
-7.7240e-02,28.4961,0.382812,-1.10039,118.818
-7.7232e-02,28.2188,0.125,-1.11445,119.766
-7.7224e-02,28.5898,0.46875,-1.08633,118.857
-7.7216e-02,28.6445,0.0625,-1.02305,119.668
-7.7208e-02,28.25,-0.015625,-0.874609,119.883
-7.7200e-02,28.7305,0.46875,-0.978125,120.742
-7.7192e-02,28.875,0.109375,-0.949609,119.023
-7.7184e-02,28.8711,0.109375,-0.9625,120.156
-7.7176e-02,28.9297,0.140625,-0.971484,119.766
-7.7168e-02,28.9023,0,-0.946094,119.727
-7.7160e-02,29.0156,0.09375,-0.824219,119.648
-7.7152e-02,29.0625,0.144531,-0.845313,119.961
-7.7144e-02,29.0625,0.09375,-0.790234,119.727
-7.7136e-02,29.1719,0.109375,-0.830078,120.039
-7.7128e-02,29.2852,0.144531,-0.707031,119.961
-7.7120e-02,29.2773,0.421875,-0.627734,120
-7.7112e-02,29.7148,0.09375,-0.664844,119.922
-7.7104e-02,29.8125,0.078125,-0.649609,119.727
-7.7096e-02,29.7969,0.125,-0.826563,120.273
-7.7088e-02,29.8438,0.09375,-0.58125,119.922
-7.7080e-02,29.5391,0.453125,-0.664844,119.043
-7.7072e-02,29.8945,0.125,-0.691016,119.043
-7.7064e-02,29.6055,0.109375,-0.513672,119.805
-7.7056e-02,30.0781,0.0625,-0.485156,120.918
-7.7048e-02,30.0625,0.117188,-0.595703,119.736
-7.7040e-02,30.1094,0.125,-0.451172,119.805
-7.7032e-02,30.1328,0.03125,-0.409766,118.887
-7.7024e-02,30.1758,0.535156,-0.453125,119.15
-7.7016e-02,30.3086,0.460938,-0.446875,120.078
-7.7008e-02,30.2656,0.136719,-0.436719,119.922
-7.7000e-02,30.2969,0.125,-0.394141,119.922
-7.6992e-02,30.7891,0.09375,-0.300781,120.195
-7.6984e-02,30.4258,0.140625,-0.260547,119.766
-7.6976e-02,30.5039,0.164062,-0.265234,120
-7.6968e-02,30.8789,0.164062,-0.242188,119.629
-7.6960e-02,30.8789,0.191406,-0.183594,119.844
-7.6952e-02,31,0.304688,-0.250391,120.82
-7.6944e-02,31.0156,0.234375,-0.171094,120
-7.6936e-02,31.0469,0.347656,-0.172266,120.039
-7.6928e-02,31.125,0.742188,-0.230469,120
-7.6920e-02,31.125,0.515625,-0.0628906,120.039
-7.6912e-02,31.1445,0.863281,-0.219922,119.727
-7.6904e-02,31.6133,0.878906,-0.123828,119.844
-7.6896e-02,31.2461,0.910156,-0.0320313,119.922
-7.6888e-02,31.6289,0.71875,-0.00898438,119.014
-7.6880e-02,31.3203,5.52734,-0.065625,119.961
-7.6872e-02,31.6641,10.3867,0.00273437,119.697
-7.6864e-02,31.8672,10.7812,0.0101562,120.195
-7.6856e-02,31.8789,14.0547,0.0433594,119.922
-7.6848e-02,31.8789,30.8711,0.0269531,120.039
-7.6840e-02,32.2734,40.3555,0.136719,120.039
-7.6832e-02,31.4688,38.3594,-0.00195313,119.922
-7.6824e-02,31.8516,37.9453,-0.0136719,120.078
-7.6816e-02,31.9375,38.1133,-0.151953,120.117
-7.6808e-02,31.9531,37.4219,0.0578125,120
-7.6800e-02,32,36.7148,0.0816406,119.844
-7.6792e-02,32.1406,36.0469,0.00859375,120.117
-7.6784e-02,32.4258,35.3672,0.003125,119.883
-7.6776e-02,32.1602,35.543,0.0492187,119.883
-7.6768e-02,32.1562,35.0195,-0.0359375,119.844
-7.6760e-02,32.1484,34.832,-0.0121094,119.697
-7.6752e-02,32.5977,34.7539,0.0078125,120
-7.6744e-02,32.168,34.625,-0.0894531,119.033
-7.6736e-02,32.5859,34.125,-0.090625,119.805
-7.6728e-02,32.6016,34.0781,-0.0378906,119.922
-7.6720e-02,32.7266,34.3984,-0.0644531,119.697
-7.6712e-02,32.6328,33.9219,-0.129297,120.84
-7.6704e-02,32.2773,33.9688,-0.0296875,120.869
-7.6696e-02,32.3945,33.8555,-0.0375,119.121
-7.6688e-02,32.8047,33.4883,-0.0175781,119.922
-7.6680e-02,32.8438,33.8281,-0.0390625,118.926
-7.6672e-02,32.4258,33.875,-0.009375,119.805
-7.6664e-02,32.8398,33.7422,-0.0359375,119.082
-7.6656e-02,32.8516,33.7695,0.0257812,119.15
-7.6648e-02,32.8789,33.8398,-0.0355469,119.736
-7.6640e-02,32.8789,33.4609,-0.0558594,119.844
-7.6632e-02,32.875,34.2109,-0.0503906,119.814
-7.6624e-02,32.9531,33.3867,0.0667969,119.15
-7.6616e-02,32.582,33.4062,0.00351562,120.195
-7.6608e-02,32.9531,33.8555,-0.0714844,120.898
-7.6600e-02,33.3477,33.3789,-0.115625,119.141
-7.6592e-02,33.0156,33.8633,-0.126563,119.805
-7.6584e-02,33.4297,33.4336,-0.0378906,119.844
-7.6576e-02,33.1094,33.793,-0.0445313,119.805
-7.6568e-02,33.4922,33.4336,-0.0550781,120.312
-7.6560e-02,33.4414,33.4648,-0.0628906,119.922
-7.6552e-02,33.125,33.8594,0.0105469,120.039
-7.6544e-02,33.1875,33.8672,-0.126953,120.195
-7.6536e-02,33.1328,33.8594,-0.0675781,119.766
-7.6528e-02,33.5508,33.8789,-0.0429688,119.072
-7.6520e-02,33.1875,33.5117,-0.0617188,119.102
-7.6512e-02,33.6328,33.8242,-0.0910156,120.977
-7.6504e-02,33.2461,33.5664,-0.0703125,120
-7.6496e-02,33.2812,33.9688,0.0527344,119.697
-7.6488e-02,33.6328,34,-0.0015625,119.883
-7.6480e-02,33.2773,33.6758,0.0246094,119.082
-7.6472e-02,33.6562,34.4531,-0.0632813,119.072
-7.6464e-02,33.6602,34.1094,-0.118359,119.102
-7.6456e-02,33.3789,34.0469,-0.0667969,119.111
-7.6448e-02,33.875,34.0469,-0.00390625,119.883
-7.6440e-02,33.8633,34.1523,0.0132812,118.945
-7.6432e-02,33.8672,34.1641,-0.0792969,119.922
-7.6424e-02,33.8789,34.1953,0.00976562,119.736
-7.6416e-02,33.8945,34.5859,-0.0601563,120.039
-7.6408e-02,33.8828,34.1836,0.0492187,120.039
-7.6400e-02,33.9531,34.1719,0.0140625,119.766
-7.6392e-02,34.3203,34.6211,-0.0492188,120.078
-7.6384e-02,34.0156,34.3164,-0.107031,119.961
-7.6376e-02,34.0156,34.3242,-0.0746094,119.805
-7.6368e-02,34,34.4062,-0.0792969,120.039
-7.6360e-02,34.5508,34.6719,0.0320312,121.016
-7.6352e-02,34.5977,34.7188,-0.0484375,119.375
-7.6344e-02,34.1562,34.8477,-0.0355469,120.078
-7.6336e-02,34.25,34.3867,0.151953,120.771
-7.6328e-02,34.1914,34.4297,-0.0308594,119.961
-7.6320e-02,34.6094,34.9375,-0.0265625,119.844
-7.6312e-02,34.6289,35.3047,-0.101172,120.801
-7.6304e-02,34.6758,34.543,-0.0261719,118.887
-7.6296e-02,34.3906,34.9531,-0.0304688,119.883
-7.6288e-02,34.4141,34.9375,-0.0601563,120.908
-7.6280e-02,34.8242,35.0781,0.009375,120.918
-7.6272e-02,34.8789,35.1094,-0.105469,119.062
-7.6264e-02,34.8555,35.1406,-0.151172,120.078
-7.6256e-02,34.8906,35.1523,-0.0277344,118.984
-7.6248e-02,34.4727,35.168,-0.0910156,120.039
-7.6240e-02,34.9844,35.125,0.0773437,120.234
-7.6232e-02,34.9688,35.5859,-0.101953,120.078
